,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP
196,17,2,4,3,3,3,1,1,2,0,5,4,2,2,3,5,0,17,18,17,1,0,0,1,1,0,1,1,0,0,1,1,0,1
197,17,3,3,5,5,3,2,1,2,0,5,3,3,2,3,1,32,14,13,14,1,0,1,1,1,0,1,1,0,1,1,1,1,1
198,16,3,2,5,5,3,2,1,2,0,1,2,2,1,2,1,8,14,15,16,1,0,0,1,1,0,1,0,0,1,1,1,0,1
199,17,3,3,3,3,4,2,1,2,0,4,3,4,2,3,4,6,11,13,14,0,1,0,1,1,0,1,1,0,1,1,1,1,1
200,16,1,2,3,3,4,2,1,1,0,3,3,3,1,2,3,0,10,9,11,0,1,0,1,1,0,1,1,0,1,1,1,1,1
201,16,2,1,5,5,1,2,1,2,0,4,2,3,1,2,5,0,13,14,16,0,1,1,1,1,0,0,1,0,1,1,1,1,1
202,17,3,3,2,5,3,2,1,2,0,3,3,3,1,3,3,10,12,13,14,1,0,0,0,1,0,1,0,0,1,0,1,1,1
203,17,1,2,1,5,2,2,1,2,0,3,1,3,1,5,3,6,9,9,10,0,1,0,1,0,0,0,0,0,0,1,1,0,1
204,16,2,3,3,3,1,2,1,2,0,4,3,3,1,1,2,6,12,12,13,1,0,0,1,1,0,0,0,0,1,1,1,0,1
205,17,1,1,1,3,1,2,1,2,0,5,3,3,1,1,3,0,12,11,12,1,0,0,1,1,0,0,1,0,1,1,1,0,1
206,17,1,2,1,3,4,3,2,2,0,4,4,4,4,5,5,16,10,11,12,0,1,0,1,1,0,0,1,0,1,0,1,0,1
207,16,3,3,3,3,3,2,1,1,0,4,3,2,3,4,5,0,11,10,10,0,1,0,1,0,0,1,1,0,1,1,1,0,1
208,16,2,3,5,5,2,1,2,1,0,5,3,3,1,1,3,0,13,12,12,0,1,0,1,1,0,0,0,0,1,1,1,0,1
209,17,2,4,3,3,1,1,1,2,0,4,3,2,1,1,5,8,14,15,16,1,0,1,1,1,0,0,1,0,1,1,1,1,1
210,17,4,4,3,4,2,2,1,1,0,5,2,3,1,2,5,4,13,13,14,0,1,0,1,1,0,0,0,0,1,1,1,0,1
211,16,3,3,4,5,2,1,3,1,0,3,3,4,3,5,3,16,10,11,12,0,1,1,1,0,0,1,1,0,1,1,1,0,1
212,17,4,4,3,4,2,2,2,1,1,4,2,4,2,3,2,30,14,15,16,1,0,0,1,1,0,1,0,0,1,1,1,0,1
213,16,4,4,4,4,3,2,1,2,0,4,5,2,1,2,3,0,11,10,11,1,0,1,1,1,0,1,0,0,1,1,1,0,1
214,16,4,3,2,5,2,2,1,2,0,4,3,5,1,5,2,2,14,14,15,1,0,0,1,1,0,1,1,0,1,1,1,0,1
215,16,2,3,5,5,3,2,1,2,0,4,4,3,1,3,4,4,11,12,12,1,0,0,1,1,1,1,1,0,0,1,1,0,1
216,17,1,1,5,5,1,2,1,2,0,4,4,4,1,3,1,0,14,15,15,1,0,0,1,1,0,1,0,0,0,0,1,0,1
217,17,2,2,5,5,3,2,1,1,0,5,3,2,1,2,3,21,13,13,13,1,0,0,1,0,0,1,0,0,1,1,1,0,1
218,16,2,2,3,3,3,2,2,4,0,5,3,5,1,1,5,6,13,13,13,1,0,0,1,0,0,1,1,0,1,0,1,0,1
219,17,3,4,1,3,2,2,1,3,1,4,4,3,3,4,5,14,8,9,8,1,0,0,1,1,0,1,0,1,1,1,1,1,1
220,16,3,1,3,5,1,2,1,2,0,2,3,3,2,2,4,2,11,11,12,1,0,0,0,1,0,1,0,0,1,1,1,0,1
221,16,4,3,4,5,4,2,1,2,0,1,3,2,1,1,1,4,14,15,15,1,0,0,1,1,0,0,1,0,1,1,1,1,1
222,16,1,1,1,5,2,2,2,1,0,4,3,2,1,4,5,2,12,13,13,1,0,0,1,1,0,1,0,0,0,1,1,0,1
223,17,4,3,4,5,3,2,2,3,0,4,4,2,1,1,4,0,11,12,12,1,0,0,1,0,0,1,1,0,1,1,1,1,1
224,19,3,3,5,5,3,3,1,4,0,4,3,3,1,2,3,4,12,12,12,1,0,0,1,1,0,1,1,0,1,1,1,0,1
225,17,4,4,3,5,2,2,1,2,0,5,3,5,4,5,3,15,13,12,12,0,1,1,1,1,0,1,0,0,1,1,1,1,1
226,16,2,2,5,5,3,2,1,2,0,3,3,4,1,1,4,0,13,13,13,1,0,0,0,1,1,1,0,0,1,1,1,0,1
227,18,2,2,3,5,2,2,1,2,0,4,4,4,2,4,5,10,12,11,11,0,1,0,1,1,0,1,1,0,1,1,1,0,1
228,17,4,4,3,5,4,2,1,1,0,5,2,1,1,2,3,6,12,11,11,1,0,1,1,0,0,1,0,0,0,1,1,0,1
229,17,3,2,5,5,3,2,2,2,0,4,4,4,1,3,1,2,14,16,15,1,0,1,1,1,0,0,0,0,1,1,1,0,1
230,17,4,3,5,5,3,2,1,2,0,3,4,5,2,4,1,16,11,9,10,1,0,0,1,1,0,0,0,0,1,1,1,1,1
231,18,3,3,3,2,2,1,1,2,0,3,2,4,2,4,4,10,10,10,10,0,1,1,1,1,0,1,0,0,1,1,1,0,1
232,17,2,3,1,5,2,1,2,1,0,3,3,3,1,4,3,4,12,13,13,1,0,0,1,1,0,1,0,0,0,1,1,0,1
233,17,2,2,1,1,1,2,1,3,0,4,3,3,1,1,4,0,12,12,13,1,0,0,1,1,0,1,1,0,1,1,1,0,1
234,17,2,1,1,3,3,2,2,2,0,4,2,5,1,2,5,0,11,10,11,1,0,0,1,0,0,1,1,0,1,1,1,0,1
235,17,1,1,1,5,3,2,1,3,0,4,3,4,1,1,5,12,12,12,12,1,0,0,1,1,0,1,1,0,0,1,1,1,1
236,16,2,3,3,4,4,2,1,2,0,2,3,1,1,1,3,0,13,13,14,1,0,0,1,1,1,0,0,0,1,1,1,0,1
237,18,2,2,5,5,2,2,2,2,3,3,3,3,5,5,4,9,10,9,10,0,1,0,1,1,0,1,0,1,1,1,1,0,1
238,16,4,4,4,3,2,2,1,3,0,5,3,2,1,1,5,4,15,16,16,1,0,0,1,1,0,1,1,0,1,0,1,0,1
239,18,3,1,5,5,3,2,1,2,0,5,3,3,1,1,4,4,8,8,8,1,0,0,1,0,0,0,1,0,1,1,1,1,1
240,17,3,2,5,5,1,2,1,2,0,5,3,4,1,3,3,2,17,18,17,1,0,0,1,1,0,0,1,0,1,0,1,0,1
241,17,2,3,3,3,3,1,1,2,0,5,3,3,1,3,3,0,10,11,11,0,1,1,1,1,0,1,0,0,1,0,1,0,1
242,18,2,1,1,5,1,2,4,2,0,4,3,2,4,5,3,2,9,10,11,0,1,1,1,1,1,1,1,0,1,1,1,1,1
243,17,2,1,5,5,1,2,2,3,0,3,2,3,1,2,3,0,15,15,16,1,0,0,0,1,0,0,1,0,1,1,1,1,1
244,17,4,3,2,5,3,1,1,2,0,3,2,3,1,2,3,0,14,12,12,1,0,1,1,1,0,0,1,0,1,1,1,1,1
245,17,2,2,5,5,1,1,2,2,0,4,5,2,1,1,1,0,12,13,13,0,1,0,1,0,0,1,1,0,1,1,1,0,1
246,17,4,4,4,4,3,2,1,2,0,4,5,5,1,3,2,0,13,13,13,0,1,0,1,1,1,1,1,0,1,1,1,1,1
247,16,4,4,2,5,3,1,1,2,0,4,2,4,2,4,1,0,13,13,14,0,1,0,1,1,0,1,1,0,1,1,1,0,1
248,16,1,1,5,5,2,2,2,2,0,3,4,2,1,1,5,2,9,9,9,0,1,1,1,1,0,1,0,0,1,1,1,0,1
249,16,3,2,1,5,3,2,2,3,0,5,3,3,1,3,2,0,12,12,12,0,1,0,1,1,0,0,1,0,1,1,1,1,1
250,17,2,2,5,5,2,1,1,2,0,4,4,2,5,5,4,0,16,16,16,0,1,1,1,1,0,0,1,0,1,0,1,1,1
251,16,2,1,5,5,2,2,1,1,0,4,5,2,1,1,5,4,9,10,10,1,0,0,1,1,0,0,0,0,1,1,1,1,1
252,16,4,1,5,5,2,2,1,2,0,5,3,3,1,2,5,0,14,13,13,1,0,0,0,1,0,0,1,0,1,1,1,1,1
253,18,2,4,3,5,1,2,2,2,1,4,3,3,1,1,3,18,10,10,10,1,0,1,0,1,0,1,0,0,1,1,1,0,1
254,18,2,2,1,3,1,2,1,2,1,5,3,1,1,1,5,16,9,8,10,1,0,1,1,1,0,1,0,0,1,0,1,1,1
255,18,3,3,5,5,1,2,2,1,1,4,1,1,1,1,3,14,8,7,7,1,0,0,1,1,0,0,0,0,1,1,0,0,1
256,18,2,2,5,1,1,3,1,1,1,4,4,3,2,2,1,26,7,8,8,0,1,0,1,1,0,1,1,0,1,0,0,1,1
257,17,4,4,4,4,1,2,1,1,0,4,2,1,1,2,5,6,10,8,9,0,1,0,1,1,0,1,1,0,1,0,1,0,1
258,17,3,2,5,5,1,1,1,2,0,5,4,2,1,1,3,4,14,14,15,1,0,0,1,1,0,0,1,0,0,1,1,0,1
259,17,1,1,1,1,1,2,1,3,0,4,3,2,1,2,4,10,11,10,10,1,0,1,1,1,0,1,1,0,1,1,1,1,1
260,16,1,2,5,5,1,2,1,1,0,5,3,5,1,2,5,4,12,11,11,1,0,0,1,1,0,0,0,0,1,1,0,0,1
261,17,2,1,1,3,1,2,3,2,0,2,1,1,1,1,3,2,13,13,13,1,0,0,1,0,0,0,1,0,0,1,1,0,1
262,17,1,4,5,5,1,3,4,1,1,5,5,4,1,1,5,14,9,9,8,1,0,1,0,0,0,1,0,0,1,1,1,0,1
263,18,2,2,5,3,3,1,1,2,0,5,5,4,3,5,2,16,8,7,8,0,1,0,1,1,0,0,0,0,1,1,0,0,1
264,17,2,2,5,5,2,2,1,1,1,3,1,2,1,1,1,8,11,9,10,1,0,1,0,1,0,1,0,0,1,0,0,0,1
265,17,1,1,1,5,1,2,2,3,0,4,3,3,1,3,5,4,15,14,15,1,0,1,1,0,0,0,1,0,1,1,1,0,1
266,17,4,2,4,5,1,2,1,2,0,4,3,2,1,1,4,4,15,14,14,1,0,1,0,1,0,1,1,0,0,1,1,0,1
267,17,4,3,2,5,1,2,2,2,0,2,5,5,1,4,5,8,15,15,15,0,1,1,1,1,0,0,1,0,1,1,1,1,1
268,17,4,4,4,5,1,2,2,2,0,3,3,3,2,3,4,0,12,12,12,0,1,1,0,0,0,1,0,0,1,1,1,0,1
269,16,4,3,4,5,1,2,1,1,0,5,4,5,1,1,3,7,14,14,15,0,1,1,1,1,0,0,1,0,1,0,1,0,1
270,16,4,4,3,3,1,2,1,1,0,5,3,2,1,2,5,4,14,15,15,0,1,0,1,1,0,0,1,1,1,1,1,0,1
271,17,4,4,4,3,1,2,1,2,0,5,3,1,1,4,5,2,11,11,12,1,0,0,1,1,0,1,0,1,1,1,1,1,1
272,17,1,1,5,5,2,1,2,3,0,4,3,3,1,1,1,2,13,14,15,0,1,0,1,0,0,0,0,0,1,0,1,1,1
273,17,3,3,3,5,2,2,2,3,0,4,2,2,2,3,5,10,11,11,11,1,0,0,1,1,0,1,0,0,1,1,1,1,1
274,17,1,1,1,5,1,2,1,2,0,4,3,2,1,1,4,10,10,9,10,1,0,0,1,1,1,0,0,0,0,0,1,1,1
275,18,2,1,5,5,1,3,2,3,0,4,4,4,1,1,3,10,12,10,11,1,0,0,1,1,0,1,0,0,1,0,1,1,1
276,16,2,1,5,5,1,2,3,1,0,4,3,3,1,1,4,7,15,16,16,0,1,0,1,1,0,0,0,0,1,1,1,0,1
277,17,1,1,5,3,1,1,1,2,0,4,3,4,1,2,5,4,11,10,11,1,0,0,1,1,0,1,0,0,0,1,1,0,1
278,17,2,3,5,5,1,1,2,1,0,5,2,2,1,1,2,2,9,12,13,0,1,0,1,1,0,0,0,0,1,1,1,0,1
279,22,3,1,3,3,4,2,1,1,3,5,4,5,5,5,1,12,7,8,5,0,1,0,1,1,0,0,0,0,1,0,0,1,1
280,18,3,3,5,3,1,2,1,2,0,4,3,3,1,3,5,8,10,9,10,0,1,1,1,0,0,1,0,0,1,1,1,1,1
281,16,0,2,5,5,4,2,1,1,0,4,3,2,2,4,5,0,11,12,11,0,1,0,1,1,0,0,0,0,1,0,1,0,1
282,18,3,2,3,5,1,2,2,1,0,4,4,5,2,4,5,8,7,8,7,0,1,0,1,1,0,0,0,0,1,1,0,0,1
283,16,3,3,1,5,3,3,3,2,1,5,3,3,1,3,2,4,9,11,10,0,1,0,1,1,1,1,0,0,1,0,1,0,1
284,18,2,1,3,3,4,2,1,1,2,3,2,5,2,5,5,4,7,8,6,0,1,0,1,1,0,0,0,0,1,0,0,0,1
285,16,2,1,5,5,1,2,2,1,0,3,3,2,1,3,3,2,14,13,12,0,1,0,1,0,0,0,1,0,0,0,1,0,1
286,17,2,1,5,5,1,2,1,1,0,4,4,2,2,4,5,0,12,12,13,0,1,0,1,0,0,0,0,0,1,0,1,0,1
287,17,1,1,2,5,1,2,2,1,1,4,4,4,1,2,5,0,9,10,10,0,1,1,1,1,0,1,1,0,1,1,1,0,1
288,18,2,1,5,5,1,2,1,2,0,4,3,4,1,3,5,2,12,12,13,1,0,1,0,1,0,1,0,0,1,0,1,1,1
289,17,4,2,4,3,3,2,1,4,0,4,2,3,1,1,4,2,14,15,17,1,0,1,1,1,0,1,1,0,1,1,1,0,1
290,19,2,2,3,3,2,2,1,2,0,4,3,3,1,1,5,0,10,10,11,1,0,0,1,1,0,1,0,0,1,1,1,0,1
291,18,2,1,3,5,1,2,3,2,1,4,4,5,4,4,5,4,11,10,11,0,1,1,1,1,0,0,1,0,1,0,0,0,1
292,17,4,2,5,5,1,2,1,3,0,4,3,4,1,3,5,2,11,12,14,1,0,0,1,0,0,1,1,0,1,1,1,0,1
293,18,1,1,5,1,2,2,1,3,0,4,4,3,2,3,3,4,11,12,14,1,0,1,1,1,0,1,0,0,0,0,1,0,1
294,18,2,2,5,5,2,2,1,2,0,3,2,3,1,1,5,4,11,11,13,1,0,0,1,0,1,0,0,0,0,1,1,0,1
295,19,4,3,3,1,3,2,1,2,0,4,3,1,1,1,1,4,11,13,14,0,1,1,0,1,0,1,0,0,1,1,1,0,1
296,18,2,1,5,5,2,2,1,2,0,5,2,4,1,2,4,2,16,16,16,0,1,0,1,1,0,0,1,0,1,1,1,0,1
297,17,2,2,5,3,4,2,2,1,0,5,2,2,1,1,4,0,9,10,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1
298,17,2,2,3,3,1,1,1,4,0,3,4,1,1,1,2,2,10,11,12,1,0,1,1,1,0,0,1,0,1,1,1,1,1
299,20,2,1,5,5,1,3,2,2,0,1,2,3,1,2,2,8,10,12,12,1,0,0,1,0,0,1,1,1,1,1,0,1,1
300,18,4,3,3,5,2,1,1,2,0,3,1,2,1,3,2,2,15,15,15,1,0,0,1,1,0,1,0,0,1,1,1,1,1
301,18,4,3,4,5,1,2,1,2,0,4,3,2,1,1,3,2,10,10,11,0,1,0,1,1,0,1,0,0,1,0,1,0,1
302,18,3,2,5,5,1,2,1,3,0,5,3,2,1,1,3,2,10,11,12,0,1,0,1,0,0,0,1,0,0,0,1,0,1
303,17,3,3,5,5,2,2,1,3,0,3,2,3,1,1,4,2,15,12,13,1,0,0,1,1,0,0,1,0,0,0,1,0,1
304,18,2,2,1,3,2,2,1,3,0,4,3,3,1,1,3,0,11,12,13,1,0,0,1,1,0,1,1,0,1,1,1,1,1
305,17,2,2,5,5,2,1,2,1,0,4,4,4,2,3,4,8,8,8,9,0,1,0,1,1,0,0,0,0,1,1,0,0,1
306,18,3,4,5,5,3,2,2,2,0,4,2,5,3,4,1,6,15,16,16,0,1,1,0,0,0,1,1,0,1,1,1,0,1
307,17,3,1,3,5,4,2,1,2,0,5,4,4,3,4,5,0,11,11,14,0,1,0,1,1,0,0,1,0,1,1,1,1,1
308,18,4,4,4,5,3,2,2,2,0,4,3,4,2,2,4,8,10,11,12,1,0,0,1,0,0,0,1,0,1,1,1,0,1
309,18,4,2,2,5,3,1,1,2,0,5,4,5,1,3,5,4,10,12,14,0,1,0,1,1,0,1,1,0,1,1,1,1,1
310,18,2,1,5,5,3,2,2,2,0,4,3,5,1,2,3,12,8,9,10,1,0,0,1,0,0,1,0,0,1,1,0,1,1
311,19,3,3,5,3,2,3,1,2,0,4,3,5,3,3,5,16,11,12,12,1,0,0,1,1,0,1,1,0,1,1,1,0,1
312,18,2,3,5,3,3,1,1,4,0,4,5,5,1,3,2,10,16,16,16,1,0,0,1,1,0,1,1,0,1,1,1,1,1
313,18,1,1,5,5,2,2,2,2,0,4,4,3,1,1,3,2,13,13,13,1,0,1,1,1,0,1,0,0,0,0,1,0,1
314,17,1,2,1,1,2,2,1,2,0,3,5,2,2,2,1,2,16,17,18,0,1,0,1,0,0,1,1,0,0,0,1,1,1
315,18,2,1,5,5,2,2,1,2,0,4,2,5,1,2,1,8,14,14,15,1,0,0,1,1,0,1,0,0,1,1,1,1,1
316,17,2,4,1,2,3,2,2,2,0,4,3,3,1,1,1,6,15,16,16,1,0,0,1,1,0,1,0,0,1,1,1,1,1
317,17,2,2,3,5,1,2,2,2,0,4,4,4,2,3,5,6,12,12,12,1,0,1,1,1,1,1,0,0,1,1,1,1,1
318,18,3,2,5,3,2,2,2,2,0,4,1,1,1,1,5,15,12,9,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1
319,18,4,4,4,3,2,2,2,1,0,3,2,4,1,4,3,6,11,12,12,0,1,0,1,1,0,0,1,0,1,1,1,0,1
320,18,4,4,2,2,3,1,1,2,1,2,4,4,1,1,4,2,14,12,13,1,0,0,1,1,1,1,1,0,1,1,1,1,1
321,17,2,2,5,3,3,1,3,3,0,4,2,3,1,1,1,8,13,15,15,1,0,0,1,1,0,1,0,0,1,1,1,1,1
322,19,3,2,3,3,3,1,1,2,1,3,3,3,4,3,3,0,9,8,10,1,0,0,1,0,1,1,0,0,1,1,0,0,1
323,18,4,3,4,3,1,2,2,1,0,4,2,3,1,2,1,0,10,10,10,0,1,1,1,1,0,0,1,0,1,1,1,0,1
324,18,1,2,1,5,2,3,2,1,0,3,4,4,2,4,4,10,10,10,11,0,1,0,1,1,0,0,0,0,1,0,0,0,1
325,17,4,1,3,5,2,2,2,1,0,4,5,4,2,4,5,22,11,11,10,0,1,1,0,1,0,0,1,0,1,1,1,1,1
326,17,3,2,4,3,2,2,1,1,0,4,4,4,3,4,3,18,13,13,13,0,1,1,0,1,0,0,0,0,1,1,1,0,1
327,18,1,1,1,5,3,2,2,4,0,5,2,2,1,1,3,2,17,17,18,1,0,1,1,0,0,1,1,0,0,1,1,0,1
328,18,1,1,5,5,2,2,2,2,0,5,4,4,1,1,4,0,12,13,13,1,0,0,1,1,1,0,1,0,1,1,1,0,1
329,17,2,2,5,5,1,2,1,2,0,5,4,5,1,2,5,12,12,12,14,1,0,0,1,1,0,1,0,0,1,0,1,0,1
330,18,2,1,5,5,3,2,2,2,0,4,3,1,1,1,5,10,12,13,14,1,0,0,1,1,0,0,1,0,1,1,1,1,1
331,17,1,1,5,5,3,1,1,2,0,4,3,3,1,2,4,0,12,12,12,0,1,0,1,1,0,0,0,0,1,0,1,0,1
332,18,2,2,1,1,4,2,1,3,0,4,3,3,1,2,2,0,18,18,18,1,0,0,1,1,0,1,0,0,1,1,1,0,1
333,17,1,1,3,4,3,2,1,3,0,4,3,3,1,1,3,0,13,13,14,1,0,0,1,1,0,1,0,0,1,1,1,0,1
334,18,2,1,3,3,3,2,1,3,0,4,2,4,1,3,2,0,14,15,15,0,1,0,1,1,0,0,1,0,1,1,1,0,1
335,18,4,4,4,4,3,2,1,2,0,5,4,3,1,1,2,0,17,17,17,0,1,1,0,1,0,1,1,0,1,1,1,0,1
336,18,4,2,4,5,2,2,1,2,0,4,3,2,1,4,5,2,15,16,16,0,1,0,1,1,0,1,1,0,1,1,1,1,1
337,17,4,3,2,3,3,2,1,3,0,4,2,2,1,2,3,0,17,18,18,1,0,0,1,1,0,1,0,0,1,1,1,0,1
338,17,3,1,3,5,3,2,2,4,0,3,1,2,1,1,3,0,18,19,19,1,0,1,1,0,0,1,0,0,0,1,1,0,1
339,18,3,2,3,5,3,2,2,3,0,5,4,2,1,1,4,0,14,15,15,0,1,1,1,0,0,1,1,0,1,1,1,0,1
340,17,3,3,2,5,2,2,1,1,0,4,4,3,1,3,5,0,14,15,15,0,1,0,1,1,0,1,0,0,1,1,1,0,1
341,19,4,4,2,5,3,3,2,2,0,2,3,4,2,3,2,2,14,13,13,1,0,0,1,1,0,1,1,0,1,1,1,0,1
342,18,4,3,5,5,2,3,2,2,0,4,4,5,1,2,2,0,13,14,14,1,0,1,1,1,0,1,0,0,1,1,1,1,1
343,18,4,3,5,5,3,1,1,4,0,4,3,3,1,1,3,0,16,17,17,1,0,0,1,1,0,1,0,0,1,1,1,0,1
344,18,4,4,4,4,2,2,1,1,0,1,4,2,2,2,1,0,18,18,17,0,1,1,1,1,0,1,0,0,1,1,1,1,1
345,18,4,4,2,5,2,2,1,2,0,4,2,4,1,1,4,0,14,15,15,1,0,1,0,1,0,1,0,1,1,1,1,1,1
346,17,4,4,5,4,2,1,2,1,0,4,1,1,2,2,5,0,12,13,13,0,1,1,1,1,0,0,0,0,1,1,1,0,1
347,17,4,4,3,3,3,2,2,3,0,5,3,4,1,1,5,0,7,7,8,1,0,0,1,0,0,1,1,0,1,1,1,0,1
348,17,4,2,5,5,3,2,2,3,0,4,3,3,1,1,3,0,16,16,16,1,0,0,1,1,0,1,0,0,1,1,1,0,1
349,17,3,2,2,2,3,1,1,4,0,5,2,2,1,2,5,0,18,18,18,1,0,0,1,1,0,1,1,0,1,0,1,0,1
350,19,2,1,1,3,1,2,2,3,1,4,3,1,1,1,5,0,9,10,11,0,1,1,1,0,0,0,1,0,1,1,1,1,1
351,20,3,2,3,5,1,3,1,1,2,5,5,3,1,1,5,0,14,15,15,0,1,0,0,1,0,0,1,0,0,1,1,0,1
352,19,3,3,5,3,3,1,1,2,0,4,5,3,1,2,5,0,10,10,11,0,1,0,1,0,0,0,1,0,0,1,1,1,1
353,18,1,4,5,4,2,2,1,2,0,3,4,4,1,2,5,2,10,10,11,1,0,0,1,1,1,1,0,0,0,0,1,1,1
354,18,2,1,3,5,1,2,2,2,0,5,3,3,1,2,1,2,12,12,15,1,0,0,1,1,0,1,1,0,1,1,1,0,1
355,17,2,3,5,5,1,1,2,2,0,4,2,1,1,1,3,2,11,12,14,1,0,0,1,1,0,0,1,0,1,1,1,1,1
356,17,4,4,4,4,1,2,1,1,0,4,4,4,1,1,5,2,15,16,17,1,0,0,1,0,0,0,1,0,1,1,1,0,1
357,18,4,3,5,5,1,2,1,3,0,4,3,4,1,1,5,2,14,15,17,1,0,0,1,1,0,1,1,0,1,1,1,1,1
358,18,4,3,2,3,1,2,2,1,0,3,2,4,1,4,1,8,12,12,15,1,0,1,1,1,0,1,0,0,1,1,1,0,1
359,17,3,4,1,3,1,1,1,3,0,4,3,4,2,5,5,2,15,15,17,1,0,0,1,0,0,1,1,0,1,0,1,0,1
360,18,3,3,1,5,1,1,1,2,0,4,1,4,1,1,3,8,11,12,14,1,0,0,1,1,0,1,0,0,1,1,1,0,1
361,19,4,2,2,5,1,2,2,2,0,5,4,4,1,1,1,9,11,10,10,0,1,0,1,1,0,1,1,0,1,1,1,1,1
362,18,4,4,4,5,1,2,1,2,0,4,4,4,3,3,5,0,12,11,13,1,0,0,1,1,0,1,0,0,1,1,1,0,1
363,18,3,4,5,5,1,2,1,1,0,5,4,4,1,1,1,4,11,12,14,1,0,0,1,1,0,1,1,0,1,1,1,1,1
364,17,4,4,2,2,1,2,1,1,0,5,3,4,1,2,5,2,14,15,17,1,0,0,1,1,0,0,1,0,1,1,1,0,1
365,17,4,3,3,3,1,2,1,2,0,5,2,2,1,2,5,14,15,14,17,1,0,0,0,1,0,1,0,0,1,1,1,1,1
366,17,3,3,3,5,2,2,1,2,0,5,3,3,1,1,5,0,12,12,13,1,0,1,0,1,1,1,0,0,1,1,1,0,1
367,17,2,1,5,5,2,1,1,2,0,4,2,3,2,2,2,2,11,12,14,1,0,1,1,1,0,0,1,0,1,1,1,0,1
368,18,4,4,5,5,3,1,1,1,0,4,2,5,3,4,5,2,8,9,11,0,1,1,1,1,0,1,0,0,1,1,1,0,1
369,19,1,1,5,5,1,3,3,3,0,1,5,5,4,3,5,12,10,10,11,1,0,0,1,1,0,0,1,0,0,1,0,1,1
370,19,1,1,5,5,1,3,3,2,2,5,3,4,1,1,4,2,8,8,9,1,0,1,0,1,0,1,0,0,1,0,1,1,1
371,18,2,2,5,5,1,2,1,1,0,4,3,5,2,4,5,2,10,10,10,1,0,0,1,1,0,1,1,0,1,1,1,1,1
372,17,2,2,5,5,1,2,1,2,0,4,2,2,1,1,3,4,14,13,13,1,0,0,1,1,0,1,0,0,0,1,1,1,1
373,17,2,2,3,3,1,2,1,3,0,3,3,2,2,2,3,0,11,11,10,1,0,1,1,0,0,1,1,0,1,1,1,0,1
374,17,3,1,3,3,1,1,1,3,0,3,4,3,2,3,5,0,17,18,17,1,0,0,1,1,0,1,0,0,1,0,1,0,1
375,17,0,2,1,1,2,1,2,3,0,3,3,3,2,3,2,0,14,14,15,1,0,1,1,1,0,0,0,0,1,1,1,0,1
376,18,1,1,5,5,2,2,2,3,0,4,5,5,1,2,2,0,14,14,14,1,0,0,1,1,0,0,1,0,1,1,1,0,1
377,18,4,4,5,5,1,2,1,3,0,4,3,3,2,2,3,0,13,14,13,0,1,0,1,1,0,0,1,0,1,1,1,0,1
378,17,3,3,5,3,3,2,1,1,0,4,3,5,3,5,5,0,17,18,17,0,1,0,1,1,0,0,1,0,1,0,1,0,1
379,17,2,2,3,5,1,2,4,1,0,4,4,5,5,5,4,2,11,10,10,0,1,0,1,0,0,1,0,0,1,1,1,0,1
380,17,4,4,4,3,1,2,1,3,0,5,4,4,1,3,4,0,13,12,13,1,0,0,1,1,0,1,1,0,1,1,1,0,1
381,17,4,4,4,4,1,2,2,3,0,4,3,3,1,2,4,4,15,14,15,1,0,0,1,1,0,1,0,0,1,0,1,1,1
382,17,3,3,1,5,1,2,1,1,0,4,2,5,2,5,5,2,11,12,11,1,0,0,1,1,0,1,1,1,1,1,1,0,1
383,18,2,2,5,5,1,2,1,4,0,4,5,5,2,4,5,0,11,11,12,0,1,1,1,1,0,1,1,1,1,1,1,0,1
384,19,3,2,1,3,2,3,1,1,0,5,3,4,2,2,5,0,11,10,10,0,1,0,1,0,0,1,0,0,0,0,1,1,1
385,18,2,2,1,5,1,2,4,2,0,4,2,5,1,1,2,2,10,9,10,1,0,0,1,1,0,0,1,0,0,1,1,1,1
386,17,2,4,1,5,1,1,1,3,0,4,4,3,1,1,5,0,15,15,15,1,0,0,1,0,0,1,0,0,1,1,1,1,1
387,18,2,2,5,5,3,2,1,1,0,5,4,2,1,2,5,6,15,14,15,0,1,0,1,1,0,0,0,0,1,0,1,0,1
388,18,3,3,3,3,2,2,1,2,0,5,3,4,1,1,4,8,10,11,12,1,0,0,1,1,0,0,1,0,1,1,1,0,1
389,18,2,2,5,5,2,3,1,2,0,4,3,3,1,1,2,0,10,9,12,1,0,1,1,1,0,0,1,0,1,0,1,1,1
390,18,2,2,1,5,1,2,2,4,0,4,4,4,1,1,4,6,14,13,14,1,0,0,1,0,0,0,1,0,0,1,1,0,1
391,17,3,4,3,5,1,2,1,3,0,4,4,5,1,3,5,8,11,13,14,1,0,0,1,1,0,0,0,0,1,1,1,0,1
392,17,3,2,5,5,2,2,1,2,0,4,3,2,2,3,2,0,12,13,15,1,0,0,1,1,0,1,0,0,1,1,1,1,1
