,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3
201,17,3,3,2,5,3,2,1,2,0,3,3,3,1,3,3,10,1,0,0,1,0,1,0,0,1,0,1,1,1,12,13,1
202,17,1,2,1,5,2,2,1,2,0,3,1,3,1,5,3,6,0,0,1,0,0,0,0,0,0,1,1,0,1,9,9,1
203,16,2,3,3,3,1,2,1,2,0,4,3,3,1,1,2,6,1,0,1,1,0,0,0,0,1,1,1,0,1,12,12,1
204,17,1,1,1,3,1,2,1,2,0,5,3,3,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,12,11,1
205,17,1,2,1,3,4,3,2,2,0,4,4,4,4,5,5,16,0,0,1,1,0,0,1,0,1,0,1,0,1,10,11,1
206,16,3,3,3,3,3,2,1,1,0,4,3,2,3,4,5,0,0,0,1,0,0,1,1,0,1,1,1,0,1,11,10,1
207,16,2,3,5,5,2,1,2,1,0,5,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,13,12,1
208,17,2,4,3,3,1,1,1,2,0,4,3,2,1,1,5,8,1,1,1,1,0,0,1,0,1,1,1,1,1,14,15,1
209,17,4,4,3,4,2,2,1,1,0,5,2,3,1,2,5,4,0,0,1,1,0,0,0,0,1,1,1,0,1,13,13,1
210,16,3,3,4,5,2,1,3,1,0,3,3,4,3,5,3,16,0,1,1,0,0,1,1,0,1,1,1,0,1,10,11,1
211,17,4,4,3,4,2,2,2,1,1,4,2,4,2,3,2,30,1,0,1,1,0,1,0,0,1,1,1,0,1,14,15,1
212,16,4,4,4,4,3,2,1,2,0,4,5,2,1,2,3,0,1,1,1,1,0,1,0,0,1,1,1,0,1,11,10,1
213,16,4,3,2,5,2,2,1,2,0,4,3,5,1,5,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,14,14,1
214,16,2,3,5,5,3,2,1,2,0,4,4,3,1,3,4,4,1,0,1,1,1,1,1,0,0,1,1,0,1,11,12,1
215,17,1,1,5,5,1,2,1,2,0,4,4,4,1,3,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,14,15,1
216,17,2,2,5,5,3,2,1,1,0,5,3,2,1,2,3,21,1,0,1,0,0,1,0,0,1,1,1,0,1,13,13,1
217,16,2,2,3,3,3,2,2,4,0,5,3,5,1,1,5,6,1,0,1,0,0,1,1,0,1,0,1,0,1,13,13,1
218,17,3,4,1,3,2,2,1,3,1,4,4,3,3,4,5,14,1,0,1,1,0,1,0,1,1,1,1,1,1,8,9,0
219,16,3,1,3,5,1,2,1,2,0,2,3,3,2,2,4,2,1,0,0,1,0,1,0,0,1,1,1,0,1,11,11,1
220,16,4,3,4,5,4,2,1,2,0,1,3,2,1,1,1,4,1,0,1,1,0,0,1,0,1,1,1,1,1,14,15,1
221,16,1,1,1,5,2,2,2,1,0,4,3,2,1,4,5,2,1,0,1,1,0,1,0,0,0,1,1,0,1,12,13,1
222,17,4,3,4,5,3,2,2,3,0,4,4,2,1,1,4,0,1,0,1,0,0,1,1,0,1,1,1,1,1,11,12,1
223,19,3,3,5,5,3,3,1,4,0,4,3,3,1,2,3,4,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,1
224,17,4,4,3,5,2,2,1,2,0,5,3,5,4,5,3,15,0,1,1,1,0,1,0,0,1,1,1,1,1,13,12,1
225,16,2,2,5,5,3,2,1,2,0,3,3,4,1,1,4,0,1,0,0,1,1,1,0,0,1,1,1,0,1,13,13,1
226,18,2,2,3,5,2,2,1,2,0,4,4,4,2,4,5,10,0,0,1,1,0,1,1,0,1,1,1,0,1,12,11,1
227,17,4,4,3,5,4,2,1,1,0,5,2,1,1,2,3,6,1,1,1,0,0,1,0,0,0,1,1,0,1,12,11,1
228,17,3,2,5,5,3,2,2,2,0,4,4,4,1,3,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,14,16,1
229,17,4,3,5,5,3,2,1,2,0,3,4,5,2,4,1,16,1,0,1,1,0,0,0,0,1,1,1,1,1,11,9,1
230,18,3,3,3,2,2,1,1,2,0,3,2,4,2,4,4,10,0,1,1,1,0,1,0,0,1,1,1,0,1,10,10,1
231,17,2,3,1,5,2,1,2,1,0,3,3,3,1,4,3,4,1,0,1,1,0,1,0,0,0,1,1,0,1,12,13,1
232,17,2,2,1,1,1,2,1,3,0,4,3,3,1,1,4,0,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,1
233,17,2,1,1,3,3,2,2,2,0,4,2,5,1,2,5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,11,10,1
234,17,1,1,1,5,3,2,1,3,0,4,3,4,1,1,5,12,1,0,1,1,0,1,1,0,0,1,1,1,1,12,12,1
235,16,2,3,3,4,4,2,1,2,0,2,3,1,1,1,3,0,1,0,1,1,1,0,0,0,1,1,1,0,1,13,13,1
236,18,2,2,5,5,2,2,2,2,3,3,3,3,5,5,4,9,0,0,1,1,0,1,0,1,1,1,1,0,1,10,9,1
237,16,4,4,4,3,2,2,1,3,0,5,3,2,1,1,5,4,1,0,1,1,0,1,1,0,1,0,1,0,1,15,16,1
238,18,3,1,5,5,3,2,1,2,0,5,3,3,1,1,4,4,1,0,1,0,0,0,1,0,1,1,1,1,1,8,8,0
239,17,3,2,5,5,1,2,1,2,0,5,3,4,1,3,3,2,1,0,1,1,0,0,1,0,1,0,1,0,1,17,18,1
240,17,2,3,3,3,3,1,1,2,0,5,3,3,1,3,3,0,0,1,1,1,0,1,0,0,1,0,1,0,1,10,11,1
241,18,2,1,1,5,1,2,4,2,0,4,3,2,4,5,3,2,0,1,1,1,1,1,1,0,1,1,1,1,1,9,10,1
242,17,2,1,5,5,1,2,2,3,0,3,2,3,1,2,3,0,1,0,0,1,0,0,1,0,1,1,1,1,1,15,15,1
243,17,4,3,2,5,3,1,1,2,0,3,2,3,1,2,3,0,1,1,1,1,0,0,1,0,1,1,1,1,1,14,12,1
244,17,2,2,5,5,1,1,2,2,0,4,5,2,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,12,13,1
245,17,4,4,4,4,3,2,1,2,0,4,5,5,1,3,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,13,13,1
246,16,4,4,2,5,3,1,1,2,0,4,2,4,2,4,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,13,13,1
247,16,1,1,5,5,2,2,2,2,0,3,4,2,1,1,5,2,0,1,1,1,0,1,0,0,1,1,1,0,1,9,9,0
248,16,3,2,1,5,3,2,2,3,0,5,3,3,1,3,2,0,0,0,1,1,0,0,1,0,1,1,1,1,1,12,12,1
249,17,2,2,5,5,2,1,1,2,0,4,4,2,5,5,4,0,0,1,1,1,0,0,1,0,1,0,1,1,1,16,16,1
250,16,2,1,5,5,2,2,1,1,0,4,5,2,1,1,5,4,1,0,1,1,0,0,0,0,1,1,1,1,1,9,10,1
251,16,4,1,5,5,2,2,1,2,0,5,3,3,1,2,5,0,1,0,0,1,0,0,1,0,1,1,1,1,1,14,13,1
252,18,2,4,3,5,1,2,2,2,1,4,3,3,1,1,3,18,1,1,0,1,0,1,0,0,1,1,1,0,1,10,10,1
253,18,2,2,1,3,1,2,1,2,1,5,3,1,1,1,5,16,1,1,1,1,0,1,0,0,1,0,1,1,1,9,8,1
254,18,3,3,5,5,1,2,2,1,1,4,1,1,1,1,3,14,1,0,1,1,0,0,0,0,1,1,0,0,1,8,7,0
255,18,2,2,5,1,1,3,1,1,1,4,4,3,2,2,1,26,0,0,1,1,0,1,1,0,1,0,0,1,1,7,8,0
256,17,4,4,4,4,1,2,1,1,0,4,2,1,1,2,5,6,0,0,1,1,0,1,1,0,1,0,1,0,1,10,8,0
257,17,3,2,5,5,1,1,1,2,0,5,4,2,1,1,3,4,1,0,1,1,0,0,1,0,0,1,1,0,1,14,14,1
258,17,1,1,1,1,1,2,1,3,0,4,3,2,1,2,4,10,1,1,1,1,0,1,1,0,1,1,1,1,1,11,10,1
259,16,1,2,5,5,1,2,1,1,0,5,3,5,1,2,5,4,1,0,1,1,0,0,0,0,1,1,0,0,1,12,11,1
260,17,2,1,1,3,1,2,3,2,0,2,1,1,1,1,3,2,1,0,1,0,0,0,1,0,0,1,1,0,1,13,13,1
261,17,1,4,5,5,1,3,4,1,1,5,5,4,1,1,5,14,1,1,0,0,0,1,0,0,1,1,1,0,1,9,9,0
262,18,2,2,5,3,3,1,1,2,0,5,5,4,3,5,2,16,0,0,1,1,0,0,0,0,1,1,0,0,1,8,7,0
263,17,2,2,5,5,2,2,1,1,1,3,1,2,1,1,1,8,1,1,0,1,0,1,0,0,1,0,0,0,1,11,9,1
264,17,1,1,1,5,1,2,2,3,0,4,3,3,1,3,5,4,1,1,1,0,0,0,1,0,1,1,1,0,1,15,14,1
265,17,4,2,4,5,1,2,1,2,0,4,3,2,1,1,4,4,1,1,0,1,0,1,1,0,0,1,1,0,1,15,14,1
266,17,4,3,2,5,1,2,2,2,0,2,5,5,1,4,5,8,0,1,1,1,0,0,1,0,1,1,1,1,1,15,15,1
267,17,4,4,4,5,1,2,2,2,0,3,3,3,2,3,4,0,0,1,0,0,0,1,0,0,1,1,1,0,1,12,12,1
268,16,4,3,4,5,1,2,1,1,0,5,4,5,1,1,3,7,0,1,1,1,0,0,1,0,1,0,1,0,1,14,14,1
269,16,4,4,3,3,1,2,1,1,0,5,3,2,1,2,5,4,0,0,1,1,0,0,1,1,1,1,1,0,1,14,15,1
270,17,4,4,4,3,1,2,1,2,0,5,3,1,1,4,5,2,1,0,1,1,0,1,0,1,1,1,1,1,1,11,11,1
271,17,1,1,5,5,2,1,2,3,0,4,3,3,1,1,1,2,0,0,1,0,0,0,0,0,1,0,1,1,1,13,14,1
272,17,3,3,3,5,2,2,2,3,0,4,2,2,2,3,5,10,1,0,1,1,0,1,0,0,1,1,1,1,1,11,11,1
273,17,1,1,1,5,1,2,1,2,0,4,3,2,1,1,4,10,1,0,1,1,1,0,0,0,0,0,1,1,1,10,9,1
274,18,2,1,5,5,1,3,2,3,0,4,4,4,1,1,3,10,1,0,1,1,0,1,0,0,1,0,1,1,1,12,10,1
275,16,2,1,5,5,1,2,3,1,0,4,3,3,1,1,4,7,0,0,1,1,0,0,0,0,1,1,1,0,1,15,16,1
276,17,1,1,5,3,1,1,1,2,0,4,3,4,1,2,5,4,1,0,1,1,0,1,0,0,0,1,1,0,1,11,10,1
277,17,2,3,5,5,1,1,2,1,0,5,2,2,1,1,2,2,0,0,1,1,0,0,0,0,1,1,1,0,1,9,12,1
278,22,3,1,3,3,4,2,1,1,3,5,4,5,5,5,1,12,0,0,1,1,0,0,0,0,1,0,0,1,1,7,8,0
279,18,3,3,5,3,1,2,1,2,0,4,3,3,1,3,5,8,0,1,1,0,0,1,0,0,1,1,1,1,1,10,9,1
280,16,0,2,5,5,4,2,1,1,0,4,3,2,2,4,5,0,0,0,1,1,0,0,0,0,1,0,1,0,1,11,12,1
281,18,3,2,3,5,1,2,2,1,0,4,4,5,2,4,5,8,0,0,1,1,0,0,0,0,1,1,0,0,1,7,8,0
282,16,3,3,1,5,3,3,3,2,1,5,3,3,1,3,2,4,0,0,1,1,1,1,0,0,1,0,1,0,1,9,11,1
283,18,2,1,3,3,4,2,1,1,2,3,2,5,2,5,5,4,0,0,1,1,0,0,0,0,1,0,0,0,1,7,8,0
284,16,2,1,5,5,1,2,2,1,0,3,3,2,1,3,3,2,0,0,1,0,0,0,1,0,0,0,1,0,1,14,13,1
285,17,2,1,5,5,1,2,1,1,0,4,4,2,2,4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,12,12,1
286,17,1,1,2,5,1,2,2,1,1,4,4,4,1,2,5,0,0,1,1,1,0,1,1,0,1,1,1,0,1,9,10,1
287,18,2,1,5,5,1,2,1,2,0,4,3,4,1,3,5,2,1,1,0,1,0,1,0,0,1,0,1,1,1,12,12,1
288,17,4,2,4,3,3,2,1,4,0,4,2,3,1,1,4,2,1,1,1,1,0,1,1,0,1,1,1,0,1,14,15,1
289,19,2,2,3,3,2,2,1,2,0,4,3,3,1,1,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,10,10,1
290,18,2,1,3,5,1,2,3,2,1,4,4,5,4,4,5,4,0,1,1,1,0,0,1,0,1,0,0,0,1,11,10,1
291,17,4,2,5,5,1,2,1,3,0,4,3,4,1,3,5,2,1,0,1,0,0,1,1,0,1,1,1,0,1,11,12,1
292,18,1,1,5,1,2,2,1,3,0,4,4,3,2,3,3,4,1,1,1,1,0,1,0,0,0,0,1,0,1,11,12,1
293,18,2,2,5,5,2,2,1,2,0,3,2,3,1,1,5,4,1,0,1,0,1,0,0,0,0,1,1,0,1,11,11,1
294,19,4,3,3,1,3,2,1,2,0,4,3,1,1,1,1,4,0,1,0,1,0,1,0,0,1,1,1,0,1,11,13,1
295,18,2,1,5,5,2,2,1,2,0,5,2,4,1,2,4,2,0,0,1,1,0,0,1,0,1,1,1,0,1,16,16,1
296,17,2,2,5,3,4,2,2,1,0,5,2,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,10,1
297,17,2,2,3,3,1,1,1,4,0,3,4,1,1,1,2,2,1,1,1,1,0,0,1,0,1,1,1,1,1,10,11,1
298,20,2,1,5,5,1,3,2,2,0,1,2,3,1,2,2,8,1,0,1,0,0,1,1,1,1,1,0,1,1,10,12,1
299,18,4,3,3,5,2,1,1,2,0,3,1,2,1,3,2,2,1,0,1,1,0,1,0,0,1,1,1,1,1,15,15,1
300,18,4,3,4,5,1,2,1,2,0,4,3,2,1,1,3,2,0,0,1,1,0,1,0,0,1,0,1,0,1,10,10,1
301,18,3,2,5,5,1,2,1,3,0,5,3,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,1,10,11,1
302,17,3,3,5,5,2,2,1,3,0,3,2,3,1,1,4,2,1,0,1,1,0,0,1,0,0,0,1,0,1,15,12,1
303,18,2,2,1,3,2,2,1,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,1,0,1,1,1,1,1,11,12,1
304,17,2,2,5,5,2,1,2,1,0,4,4,4,2,3,4,8,0,0,1,1,0,0,0,0,1,1,0,0,1,8,8,0
305,18,3,4,5,5,3,2,2,2,0,4,2,5,3,4,1,6,0,1,0,0,0,1,1,0,1,1,1,0,1,15,16,1
306,17,3,1,3,5,4,2,1,2,0,5,4,4,3,4,5,0,0,0,1,1,0,0,1,0,1,1,1,1,1,11,11,1
307,18,4,4,4,5,3,2,2,2,0,4,3,4,2,2,4,8,1,0,1,0,0,0,1,0,1,1,1,0,1,10,11,1
308,18,4,2,2,5,3,1,1,2,0,5,4,5,1,3,5,4,0,0,1,1,0,1,1,0,1,1,1,1,1,10,12,1
309,18,2,1,5,5,3,2,2,2,0,4,3,5,1,2,3,12,1,0,1,0,0,1,0,0,1,1,0,1,1,8,9,1
310,19,3,3,5,3,2,3,1,2,0,4,3,5,3,3,5,16,1,0,1,1,0,1,1,0,1,1,1,0,1,11,12,1
311,18,2,3,5,3,3,1,1,4,0,4,5,5,1,3,2,10,1,0,1,1,0,1,1,0,1,1,1,1,1,16,16,1
312,18,1,1,5,5,2,2,2,2,0,4,4,3,1,1,3,2,1,1,1,1,0,1,0,0,0,0,1,0,1,13,13,1
313,17,1,2,1,1,2,2,1,2,0,3,5,2,2,2,1,2,0,0,1,0,0,1,1,0,0,0,1,1,1,16,17,1
314,18,2,1,5,5,2,2,1,2,0,4,2,5,1,2,1,8,1,0,1,1,0,1,0,0,1,1,1,1,1,14,14,1
315,17,2,4,1,2,3,2,2,2,0,4,3,3,1,1,1,6,1,0,1,1,0,1,0,0,1,1,1,1,1,15,16,1
316,17,2,2,3,5,1,2,2,2,0,4,4,4,2,3,5,6,1,1,1,1,1,1,0,0,1,1,1,1,1,12,12,1
317,18,3,2,5,3,2,2,2,2,0,4,1,1,1,1,5,15,1,0,0,0,0,0,0,0,1,0,0,1,1,12,9,1
318,18,4,4,4,3,2,2,2,1,0,3,2,4,1,4,3,6,0,0,1,1,0,0,1,0,1,1,1,0,1,11,12,1
319,18,4,4,2,2,3,1,1,2,1,2,4,4,1,1,4,2,1,0,1,1,1,1,1,0,1,1,1,1,1,14,12,1
320,17,2,2,5,3,3,1,3,3,0,4,2,3,1,1,1,8,1,0,1,1,0,1,0,0,1,1,1,1,1,13,15,1
321,19,3,2,3,3,3,1,1,2,1,3,3,3,4,3,3,0,1,0,1,0,1,1,0,0,1,1,0,0,1,9,8,1
322,18,4,3,4,3,1,2,2,1,0,4,2,3,1,2,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,10,10,1
323,18,1,2,1,5,2,3,2,1,0,3,4,4,2,4,4,10,0,0,1,1,0,0,0,0,1,0,0,0,1,10,10,1
324,17,4,1,3,5,2,2,2,1,0,4,5,4,2,4,5,22,0,1,0,1,0,0,1,0,1,1,1,1,1,11,11,1
325,17,3,2,4,3,2,2,1,1,0,4,4,4,3,4,3,18,0,1,0,1,0,0,0,0,1,1,1,0,1,13,13,1
326,18,1,1,1,5,3,2,2,4,0,5,2,2,1,1,3,2,1,1,1,0,0,1,1,0,0,1,1,0,1,17,17,1
327,18,1,1,5,5,2,2,2,2,0,5,4,4,1,1,4,0,1,0,1,1,1,0,1,0,1,1,1,0,1,12,13,1
328,17,2,2,5,5,1,2,1,2,0,5,4,5,1,2,5,12,1,0,1,1,0,1,0,0,1,0,1,0,1,12,12,1
329,18,2,1,5,5,3,2,2,2,0,4,3,1,1,1,5,10,1,0,1,1,0,0,1,0,1,1,1,1,1,12,13,1
330,17,1,1,5,5,3,1,1,2,0,4,3,3,1,2,4,0,0,0,1,1,0,0,0,0,1,0,1,0,1,12,12,1
331,18,2,2,1,1,4,2,1,3,0,4,3,3,1,2,2,0,1,0,1,1,0,1,0,0,1,1,1,0,1,18,18,1
332,17,1,1,3,4,3,2,1,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,13,13,1
333,18,2,1,3,3,3,2,1,3,0,4,2,4,1,3,2,0,0,0,1,1,0,0,1,0,1,1,1,0,1,14,15,1
334,18,4,4,4,4,3,2,1,2,0,5,4,3,1,1,2,0,0,1,0,1,0,1,1,0,1,1,1,0,1,17,17,1
335,18,4,2,4,5,2,2,1,2,0,4,3,2,1,4,5,2,0,0,1,1,0,1,1,0,1,1,1,1,1,15,16,1
336,17,4,3,2,3,3,2,1,3,0,4,2,2,1,2,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,17,18,1
337,17,3,1,3,5,3,2,2,4,0,3,1,2,1,1,3,0,1,1,1,0,0,1,0,0,0,1,1,0,1,18,19,1
338,18,3,2,3,5,3,2,2,3,0,5,4,2,1,1,4,0,0,1,1,0,0,1,1,0,1,1,1,0,1,14,15,1
339,17,3,3,2,5,2,2,1,1,0,4,4,3,1,3,5,0,0,0,1,1,0,1,0,0,1,1,1,0,1,14,15,1
340,19,4,4,2,5,3,3,2,2,0,2,3,4,2,3,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,14,13,1
341,18,4,3,5,5,2,3,2,2,0,4,4,5,1,2,2,0,1,1,1,1,0,1,0,0,1,1,1,1,1,13,14,1
342,18,4,3,5,5,3,1,1,4,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,16,17,1
343,18,4,4,4,4,2,2,1,1,0,1,4,2,2,2,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,18,18,1
344,18,4,4,2,5,2,2,1,2,0,4,2,4,1,1,4,0,1,1,0,1,0,1,0,1,1,1,1,1,1,14,15,1
345,17,4,4,5,4,2,1,2,1,0,4,1,1,2,2,5,0,0,1,1,1,0,0,0,0,1,1,1,0,1,12,13,1
346,17,4,4,3,3,3,2,2,3,0,5,3,4,1,1,5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,7,7,0
347,17,4,2,5,5,3,2,2,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,16,16,1
348,17,3,2,2,2,3,1,1,4,0,5,2,2,1,2,5,0,1,0,1,1,0,1,1,0,1,0,1,0,1,18,18,1
349,19,2,1,1,3,1,2,2,3,1,4,3,1,1,1,5,0,0,1,1,0,0,0,1,0,1,1,1,1,1,9,10,1
350,20,3,2,3,5,1,3,1,1,2,5,5,3,1,1,5,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14,15,1
351,19,3,3,5,3,3,1,1,2,0,4,5,3,1,2,5,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10,10,1
352,18,1,4,5,4,2,2,1,2,0,3,4,4,1,2,5,2,1,0,1,1,1,1,0,0,0,0,1,1,1,10,10,1
353,18,2,1,3,5,1,2,2,2,0,5,3,3,1,2,1,2,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,1
354,17,2,3,5,5,1,1,2,2,0,4,2,1,1,1,3,2,1,0,1,1,0,0,1,0,1,1,1,1,1,11,12,1
355,17,4,4,4,4,1,2,1,1,0,4,4,4,1,1,5,2,1,0,1,0,0,0,1,0,1,1,1,0,1,15,16,1
356,18,4,3,5,5,1,2,1,3,0,4,3,4,1,1,5,2,1,0,1,1,0,1,1,0,1,1,1,1,1,14,15,1
357,18,4,3,2,3,1,2,2,1,0,3,2,4,1,4,1,8,1,1,1,1,0,1,0,0,1,1,1,0,1,12,12,1
358,17,3,4,1,3,1,1,1,3,0,4,3,4,2,5,5,2,1,0,1,0,0,1,1,0,1,0,1,0,1,15,15,1
359,18,3,3,1,5,1,1,1,2,0,4,1,4,1,1,3,8,1,0,1,1,0,1,0,0,1,1,1,0,1,11,12,1
360,19,4,2,2,5,1,2,2,2,0,5,4,4,1,1,1,9,0,0,1,1,0,1,1,0,1,1,1,1,1,11,10,1
361,18,4,4,4,5,1,2,1,2,0,4,4,4,3,3,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,12,11,1
362,18,3,4,5,5,1,2,1,1,0,5,4,4,1,1,1,4,1,0,1,1,0,1,1,0,1,1,1,1,1,11,12,1
363,17,4,4,2,2,1,2,1,1,0,5,3,4,1,2,5,2,1,0,1,1,0,0,1,0,1,1,1,0,1,14,15,1
364,17,4,3,3,3,1,2,1,2,0,5,2,2,1,2,5,14,1,0,0,1,0,1,0,0,1,1,1,1,1,15,14,1
365,17,3,3,3,5,2,2,1,2,0,5,3,3,1,1,5,0,1,1,0,1,1,1,0,0,1,1,1,0,1,12,12,1
366,17,2,1,5,5,2,1,1,2,0,4,2,3,2,2,2,2,1,1,1,1,0,0,1,0,1,1,1,0,1,11,12,1
367,18,4,4,5,5,3,1,1,1,0,4,2,5,3,4,5,2,0,1,1,1,0,1,0,0,1,1,1,0,1,8,9,1
368,19,1,1,5,5,1,3,3,3,0,1,5,5,4,3,5,12,1,0,1,1,0,0,1,0,0,1,0,1,1,10,10,1
369,19,1,1,5,5,1,3,3,2,2,5,3,4,1,1,4,2,1,1,0,1,0,1,0,0,1,0,1,1,1,8,8,0
370,18,2,2,5,5,1,2,1,1,0,4,3,5,2,4,5,2,1,0,1,1,0,1,1,0,1,1,1,1,1,10,10,1
371,17,2,2,5,5,1,2,1,2,0,4,2,2,1,1,3,4,1,0,1,1,0,1,0,0,0,1,1,1,1,14,13,1
372,17,2,2,3,3,1,2,1,3,0,3,3,2,2,2,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1,11,11,1
373,17,3,1,3,3,1,1,1,3,0,3,4,3,2,3,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,17,18,1
374,17,0,2,1,1,2,1,2,3,0,3,3,3,2,3,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,14,14,1
375,18,1,1,5,5,2,2,2,3,0,4,5,5,1,2,2,0,1,0,1,1,0,0,1,0,1,1,1,0,1,14,14,1
376,18,4,4,5,5,1,2,1,3,0,4,3,3,2,2,3,0,0,0,1,1,0,0,1,0,1,1,1,0,1,13,14,1
377,17,3,3,5,3,3,2,1,1,0,4,3,5,3,5,5,0,0,0,1,1,0,0,1,0,1,0,1,0,1,17,18,1
378,17,2,2,3,5,1,2,4,1,0,4,4,5,5,5,4,2,0,0,1,0,0,1,0,0,1,1,1,0,1,11,10,1
379,17,4,4,4,3,1,2,1,3,0,5,4,4,1,3,4,0,1,0,1,1,0,1,1,0,1,1,1,0,1,13,12,1
380,17,4,4,4,4,1,2,2,3,0,4,3,3,1,2,4,4,1,0,1,1,0,1,0,0,1,0,1,1,1,15,14,1
381,17,3,3,1,5,1,2,1,1,0,4,2,5,2,5,5,2,1,0,1,1,0,1,1,1,1,1,1,0,1,11,12,1
382,18,2,2,5,5,1,2,1,4,0,4,5,5,2,4,5,0,0,1,1,1,0,1,1,1,1,1,1,0,1,11,11,1
383,19,3,2,1,3,2,3,1,1,0,5,3,4,2,2,5,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11,10,1
384,18,2,2,1,5,1,2,4,2,0,4,2,5,1,1,2,2,1,0,1,1,0,0,1,0,0,1,1,1,1,10,9,1
385,17,2,4,1,5,1,1,1,3,0,4,4,3,1,1,5,0,1,0,1,0,0,1,0,0,1,1,1,1,1,15,15,1
386,18,2,2,5,5,3,2,1,1,0,5,4,2,1,2,5,6,0,0,1,1,0,0,0,0,1,0,1,0,1,15,14,1
387,18,3,3,3,3,2,2,1,2,0,5,3,4,1,1,4,8,1,0,1,1,0,0,1,0,1,1,1,0,1,10,11,1
388,18,2,2,5,5,2,3,1,2,0,4,3,3,1,1,2,0,1,1,1,1,0,0,1,0,1,0,1,1,1,10,9,1
389,18,2,2,1,5,1,2,2,4,0,4,4,4,1,1,4,6,1,0,1,0,0,0,1,0,0,1,1,0,1,14,13,1
390,17,3,4,3,5,1,2,1,3,0,4,4,5,1,3,5,8,1,0,1,1,0,0,0,0,1,1,1,0,1,11,13,1
391,17,3,2,5,5,2,2,1,2,0,4,3,2,2,3,2,0,1,0,1,1,0,1,0,0,1,1,1,1,1,12,13,1
392,18,3,3,3,3,2,2,1,4,0,5,3,3,1,1,1,4,1,1,1,1,0,1,0,0,1,1,1,0,1,14,14,1
393,17,3,2,5,5,2,2,1,2,0,4,3,3,2,3,2,0,1,0,0,0,0,1,0,0,1,1,1,0,1,14,14,1
394,18,4,4,4,3,2,1,1,2,0,4,3,3,2,2,2,0,0,0,1,1,0,1,1,0,1,1,1,0,1,12,12,1
395,18,3,4,3,5,2,2,1,2,0,4,3,3,1,3,5,6,0,1,1,1,0,0,1,0,1,1,1,1,1,16,16,1
396,17,2,2,1,1,2,1,1,2,0,3,3,1,1,2,4,18,1,0,0,1,0,1,0,0,1,1,1,1,1,10,12,1
397,18,2,3,1,5,1,2,1,3,0,4,3,3,1,2,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,11,12,1
398,18,3,2,5,3,4,2,1,3,0,5,4,3,2,3,1,4,1,0,1,1,0,0,0,0,1,1,1,1,1,14,16,1
399,18,4,3,4,3,1,2,1,3,0,5,3,2,1,2,4,4,0,0,1,0,0,0,0,0,1,1,1,1,1,15,14,1
400,18,4,3,4,5,1,2,1,3,0,5,4,5,2,3,5,0,0,0,1,1,0,1,0,0,1,1,1,1,1,14,13,1
401,17,4,3,2,5,3,2,1,3,0,4,4,3,1,3,4,0,1,0,1,1,0,1,1,0,1,1,1,1,1,11,12,1
402,17,2,1,3,5,1,2,2,2,0,4,3,4,2,2,1,10,1,0,1,1,0,1,1,0,1,1,1,1,1,12,15,1
403,17,2,1,3,5,3,2,1,2,0,4,3,5,2,4,4,4,1,0,1,1,0,1,1,0,1,1,1,0,1,12,16,1
