,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP
213,18,2,2,3,5,2,2,1,2,1,4,4,4,2,4,5,15,6,7,8,0,1,0,1,1,0,1,1,1,1,1,1,0,1
214,17,4,4,3,5,4,2,1,1,0,5,2,1,1,2,3,12,8,10,10,1,0,1,1,0,0,1,0,1,0,1,1,0,1
215,17,3,2,5,5,3,2,2,2,0,4,4,4,1,3,1,2,14,15,15,1,0,1,1,1,0,0,0,1,1,1,1,0,1
216,17,4,3,5,5,3,2,1,2,2,3,4,5,2,4,1,22,6,6,4,1,0,0,1,1,0,0,0,1,1,1,1,1,1
217,18,3,3,3,2,2,1,1,2,1,3,2,4,2,4,4,13,6,6,8,0,1,1,1,1,0,1,0,1,1,1,1,0,1
218,17,2,3,1,5,2,1,2,1,0,3,3,3,1,4,3,3,7,7,8,1,0,0,1,1,0,1,0,1,0,1,1,0,1
219,17,2,2,1,1,1,2,1,3,0,4,3,3,1,1,4,4,9,10,10,1,0,0,1,1,0,1,1,1,1,1,1,0,1
220,17,2,1,1,3,3,2,2,2,0,4,2,5,1,2,5,2,6,6,6,1,0,0,1,0,0,1,1,0,1,1,1,0,1
222,16,2,3,3,4,4,2,1,2,0,2,3,1,1,1,3,2,16,16,17,1,0,0,1,1,1,0,0,0,1,1,1,0,1
223,18,2,2,5,5,2,2,2,2,0,3,3,3,5,5,4,0,12,13,13,0,1,0,1,1,0,1,0,1,1,1,1,0,1
224,16,4,4,4,3,2,2,1,3,0,5,3,2,1,1,5,0,13,13,14,1,0,0,1,1,0,1,1,0,1,0,1,0,1
225,18,3,1,5,5,3,2,1,2,1,5,3,3,1,1,4,16,9,8,7,1,0,0,1,0,0,0,1,0,1,1,1,1,1
226,17,3,2,5,5,1,2,1,2,0,5,3,4,1,3,3,10,16,15,15,1,0,0,1,1,0,0,1,0,1,0,1,0,1
227,17,2,3,3,3,3,1,1,2,0,5,3,3,1,3,3,2,12,11,12,0,1,1,1,1,0,1,0,1,1,0,1,0,1
228,18,2,1,1,5,1,2,4,2,0,4,3,2,4,5,3,14,10,8,9,0,1,1,1,1,1,1,1,1,1,1,1,1,1
229,17,2,1,5,5,1,2,2,3,0,3,2,3,1,2,3,10,12,10,12,1,0,0,0,1,0,0,1,0,1,1,1,1,1
230,17,4,3,2,5,3,1,1,2,0,3,2,3,1,2,3,14,13,13,14,1,0,1,1,1,0,0,1,0,1,1,1,1,1
231,17,2,2,5,5,1,1,2,2,0,4,5,2,1,1,1,4,11,11,11,0,1,0,1,0,0,1,1,1,1,1,1,0,1
232,17,4,4,4,4,3,2,1,2,0,4,5,5,1,3,2,14,11,9,9,0,1,0,1,1,1,1,1,0,1,1,1,1,1
233,16,4,4,2,5,3,1,1,2,0,4,2,4,2,4,1,2,14,13,13,0,1,0,1,1,0,1,1,1,1,1,1,0,1
234,16,1,1,5,5,2,2,2,2,0,3,4,2,1,1,5,18,9,7,6,0,1,1,1,1,0,1,0,1,1,1,1,0,1
235,16,3,2,1,5,3,2,2,3,0,5,3,3,1,3,2,10,11,9,10,0,1,0,1,1,0,0,1,0,1,1,1,1,1
236,17,2,2,5,5,2,1,1,2,0,4,4,2,5,5,4,4,14,13,13,0,1,1,1,1,0,0,1,1,1,0,1,1,1
237,16,2,1,5,5,2,2,1,1,0,4,5,2,1,1,5,20,13,12,12,1,0,0,1,1,0,0,0,0,1,1,1,1,1
238,17,2,1,1,3,1,2,3,2,0,2,1,1,1,1,3,2,13,11,11,1,0,0,1,0,0,0,1,0,0,1,1,0,1
240,17,4,3,2,5,1,2,2,2,0,2,5,5,1,4,5,14,12,12,12,0,1,1,1,1,0,0,1,0,1,1,1,1,1
241,17,4,4,4,5,1,2,2,2,0,3,3,3,2,3,4,2,10,11,12,0,1,1,0,0,0,1,0,1,1,1,1,0,1
243,16,4,4,3,3,1,2,1,1,0,5,3,2,1,2,5,0,13,12,12,0,1,0,1,1,0,0,1,0,1,1,1,0,1
245,16,2,1,5,5,1,2,3,1,0,4,3,3,1,1,4,6,18,18,18,0,1,0,1,1,0,0,0,0,1,1,1,0,1
246,17,2,3,5,5,1,1,2,1,0,5,2,2,1,1,2,4,12,12,13,0,1,0,1,1,0,0,0,0,1,1,1,0,1
247,22,3,1,3,3,4,2,1,1,3,5,4,5,5,5,1,16,6,8,8,0,1,0,1,1,0,0,0,0,1,0,0,1,1
248,18,3,3,5,3,1,2,1,2,1,4,3,3,1,3,5,8,3,5,5,0,1,1,1,0,0,1,0,0,1,1,1,1,1
249,16,0,2,5,5,4,2,1,1,0,4,3,2,2,4,5,0,13,15,15,0,1,0,1,1,0,0,0,1,1,0,1,0,1
250,18,3,2,3,5,1,2,2,1,1,4,4,5,2,4,5,0,6,8,8,0,1,0,1,1,0,0,0,0,1,1,0,0,1
251,16,3,3,1,5,3,3,3,2,0,5,3,3,1,3,2,6,7,10,10,0,1,0,1,1,1,1,0,0,1,0,1,0,1
252,18,2,1,3,3,4,2,1,1,1,3,2,5,2,5,5,4,6,9,8,0,1,0,1,1,0,0,0,0,1,0,0,0,1
253,16,2,1,5,5,1,2,2,1,0,3,3,2,1,3,3,0,8,9,8,0,1,0,1,0,0,0,1,0,0,0,1,0,1
254,17,2,1,5,5,1,2,1,1,0,4,4,2,2,4,5,0,8,12,12,0,1,0,1,0,0,0,0,0,1,0,1,0,1
255,17,1,1,2,5,1,2,2,1,1,4,4,4,1,2,5,2,7,9,8,0,1,1,1,1,0,1,1,0,1,1,1,0,1
256,17,4,2,4,3,3,2,1,4,0,4,2,3,1,1,4,6,14,12,13,1,0,1,1,1,0,1,1,1,1,1,1,0,1
257,19,4,3,3,1,3,2,1,2,0,4,3,1,1,1,1,12,11,11,11,0,1,1,0,1,0,1,0,0,1,1,1,0,1
258,18,2,1,5,5,2,2,1,2,0,5,2,4,1,2,4,8,15,14,14,0,1,0,1,1,0,0,1,0,1,1,1,0,1
260,18,4,3,3,5,2,1,1,2,0,3,1,2,1,3,2,21,17,18,18,1,0,0,1,1,0,1,0,1,1,1,1,1,1
261,18,4,3,4,5,1,2,1,2,0,4,3,2,1,1,3,2,8,8,8,0,1,0,1,1,0,1,0,1,1,0,1,0,1
262,18,3,2,5,5,1,2,1,3,0,5,3,2,1,1,3,1,13,12,12,0,1,0,1,0,0,0,1,0,0,0,1,0,1
263,17,3,3,5,5,2,2,1,3,0,3,2,3,1,1,4,4,10,9,9,1,0,0,1,1,0,0,1,0,0,0,1,0,1
265,18,3,4,5,5,3,2,2,2,0,4,2,5,3,4,1,13,17,17,17,0,1,1,0,0,0,1,1,1,1,1,1,0,1
266,17,3,1,3,5,4,2,1,2,0,5,4,4,3,4,5,2,9,9,10,0,1,0,1,1,0,0,1,1,1,1,1,1,1
267,18,4,4,4,5,3,2,2,2,0,4,3,4,2,2,4,8,12,10,11,1,0,0,1,0,0,0,1,1,1,1,1,0,1
268,18,4,2,2,5,3,1,1,2,0,5,4,5,1,3,5,10,10,9,10,0,1,0,1,1,0,1,1,1,1,1,1,1,1
270,19,3,3,5,3,2,3,1,2,2,4,3,5,3,3,5,15,9,9,9,1,0,0,1,1,0,1,1,1,1,1,1,0,1
271,18,2,3,5,3,3,1,1,4,0,4,5,5,1,3,2,4,15,14,14,1,0,0,1,1,0,1,1,1,1,1,1,1,1
272,18,1,1,5,5,2,2,2,2,0,4,4,3,1,1,3,2,11,11,11,1,0,1,1,1,0,1,0,1,0,0,1,0,1
273,17,1,2,1,1,2,2,1,2,0,3,5,2,2,2,1,2,15,14,14,0,1,0,1,0,0,1,1,1,0,0,1,1,1
274,17,2,4,1,2,3,2,2,2,0,4,3,3,1,1,1,2,10,10,10,1,0,0,1,1,0,1,0,1,1,1,1,1,1
275,17,2,2,3,5,1,2,2,2,0,4,4,4,2,3,5,6,12,12,12,1,0,1,1,1,1,1,0,1,1,1,1,1,1
276,18,3,2,5,3,2,2,2,2,0,4,1,1,1,1,5,75,10,9,9,1,0,0,0,0,0,0,0,0,1,0,0,1,1
277,18,4,4,4,3,2,2,2,1,0,3,2,4,1,4,3,22,9,9,9,0,1,0,1,1,0,0,1,1,1,1,1,0,1
278,18,4,4,2,2,3,1,1,2,1,2,4,4,1,1,4,15,9,8,8,1,0,0,1,1,1,1,1,0,1,1,1,1,1
279,18,4,3,4,3,1,2,2,1,0,4,2,3,1,2,1,8,10,11,10,0,1,1,1,1,0,0,1,1,1,1,1,0,1
280,17,4,1,3,5,2,2,2,1,0,4,5,4,2,4,5,30,8,8,8,0,1,1,0,1,0,0,1,1,1,1,1,1,1
281,17,3,2,4,3,2,2,1,1,1,4,4,4,3,4,3,19,11,9,10,0,1,1,0,1,0,0,0,0,1,1,1,0,1
282,18,1,1,1,5,3,2,2,4,0,5,2,2,1,1,3,1,12,12,12,1,0,1,1,0,0,1,1,1,0,1,1,0,1
283,18,1,1,5,5,2,2,2,2,0,5,4,4,1,1,4,4,8,9,10,1,0,0,1,1,1,0,1,0,1,1,1,0,1
284,17,2,2,5,5,1,2,1,2,0,5,4,5,1,2,5,4,10,9,11,1,0,0,1,1,0,1,0,0,1,0,1,0,1
285,17,1,1,5,5,3,1,1,2,0,4,3,3,1,2,4,2,12,10,11,0,1,0,1,1,0,0,0,1,1,0,1,0,1
286,18,2,2,1,1,4,2,1,3,0,4,3,3,1,2,2,5,18,18,19,1,0,0,1,1,0,1,0,1,1,1,1,0,1
287,17,1,1,3,4,3,2,1,3,0,4,3,3,1,1,3,6,13,12,12,1,0,0,1,1,0,1,0,1,1,1,1,0,1
288,18,2,1,3,3,3,2,1,3,0,4,2,4,1,3,2,6,15,14,14,0,1,0,1,1,0,0,1,1,1,1,1,0,1
289,18,4,4,4,4,3,2,1,2,0,5,4,3,1,1,2,9,15,13,15,0,1,1,0,1,0,1,1,1,1,1,1,0,1
290,18,4,2,4,5,2,2,1,2,0,4,3,2,1,4,5,11,12,11,11,0,1,0,1,1,0,1,1,1,1,1,1,1,1
291,17,4,3,2,3,3,2,1,3,0,4,2,2,1,2,3,0,15,15,15,1,0,0,1,1,0,1,0,1,1,1,1,0,1
292,18,2,1,3,1,3,2,1,2,1,5,4,3,1,1,5,12,12,12,13,1,0,1,1,1,0,0,0,0,1,1,1,1,1
293,17,3,1,3,5,3,2,2,4,0,3,1,2,1,1,3,6,18,18,18,1,0,1,1,0,0,1,0,1,0,1,1,0,1
294,18,3,2,3,5,3,2,2,3,0,5,4,2,1,1,4,8,14,13,14,0,1,1,1,0,0,1,1,1,1,1,1,0,1
295,17,3,3,2,5,2,2,1,1,0,4,4,3,1,3,5,4,14,12,11,0,1,0,1,1,0,1,0,1,1,1,1,0,1
297,18,4,3,5,5,2,3,2,2,0,4,4,5,1,2,2,10,10,8,8,1,0,1,1,1,0,1,0,1,1,1,1,1,1
298,18,4,3,5,5,3,1,1,4,0,4,3,3,1,1,3,0,14,13,14,1,0,0,1,1,0,1,0,1,1,1,1,0,1
299,18,4,4,4,4,2,2,1,1,0,1,4,2,2,2,1,5,16,15,16,0,1,1,1,1,0,1,0,1,1,1,1,1,1
300,18,4,4,2,5,2,2,1,2,0,4,2,4,1,1,4,14,12,10,11,1,0,1,0,1,0,1,0,0,1,1,1,1,1
301,17,4,4,5,4,2,1,2,1,0,4,1,1,2,2,5,0,11,11,10,0,1,1,1,1,0,0,0,1,1,1,1,0,1
302,17,4,2,5,5,3,2,2,3,0,4,3,3,1,1,3,0,15,12,14,1,0,0,1,1,0,1,0,1,1,1,1,0,1
303,17,3,2,2,2,3,1,1,4,0,5,2,2,1,2,5,0,17,17,18,1,0,0,1,1,0,1,1,1,1,0,1,0,1
304,19,3,3,5,5,2,3,1,2,1,4,4,4,1,1,3,20,15,14,13,0,1,0,1,1,0,1,1,0,1,1,1,1,1
305,18,2,4,3,1,3,3,1,2,1,4,4,3,1,1,3,8,14,12,12,1,0,0,1,1,0,1,1,1,1,1,1,0,1
306,20,3,2,3,5,1,3,1,1,0,5,5,3,1,1,5,0,17,18,18,0,1,0,0,1,0,0,1,0,0,1,1,0,1
307,19,4,4,4,3,3,3,2,1,1,4,3,4,1,1,4,38,8,9,8,0,1,0,1,1,0,1,0,1,1,1,1,1,1
308,19,3,3,5,3,3,1,1,2,1,4,5,3,1,2,5,0,15,12,12,0,1,0,1,0,0,0,1,0,0,1,1,1,1
309,19,1,1,1,5,3,3,1,2,1,4,4,3,1,3,3,18,12,10,10,1,0,1,1,1,1,1,1,0,1,0,1,0,1
311,19,2,1,1,5,4,3,3,2,0,3,4,1,1,1,2,20,14,12,13,1,0,0,1,1,0,1,0,0,1,1,0,1,1
312,19,1,2,5,3,1,3,1,2,1,4,5,2,2,2,4,3,13,11,11,0,1,0,1,1,0,0,0,0,1,0,1,0,1
313,19,3,2,3,5,3,3,2,2,1,4,2,2,1,2,1,22,13,10,11,1,0,1,1,1,0,1,0,1,1,0,1,1,1
314,19,1,1,1,2,2,3,1,3,2,4,1,2,1,1,3,14,15,13,13,1,0,0,1,1,0,0,0,0,1,0,1,1,1
315,19,2,3,5,5,3,3,1,3,1,4,1,2,1,1,3,40,13,11,11,1,0,0,1,0,0,0,0,0,1,1,1,1,1
317,18,4,3,5,5,1,2,1,3,0,4,3,4,1,1,5,9,9,10,9,1,0,0,1,1,0,1,1,1,1,1,1,1,1
318,17,3,4,1,3,1,1,1,3,0,4,3,4,2,5,5,0,11,11,10,1,0,0,1,0,0,1,1,1,1,0,1,0,1
319,18,4,4,4,5,1,2,1,2,0,4,4,4,3,3,5,2,11,11,11,1,0,0,1,1,0,1,0,1,1,1,1,0,1
320,17,4,3,3,3,1,2,1,2,0,5,2,2,1,2,5,23,13,13,13,1,0,0,0,1,0,1,0,1,1,1,1,1,1
321,17,2,2,5,5,1,2,1,2,0,4,2,2,1,1,3,12,11,9,9,1,0,0,1,1,0,1,0,0,0,1,1,1,1
322,17,2,2,3,3,1,2,1,3,0,3,3,2,2,2,3,3,11,11,11,1,0,1,1,0,0,1,1,1,1,1,1,0,1
323,17,3,1,3,3,1,1,1,3,0,3,4,3,2,3,5,1,12,14,15,1,0,0,1,1,0,1,0,0,1,0,1,0,1
324,17,0,2,1,1,2,1,2,3,0,3,3,3,2,3,2,0,16,15,15,1,0,1,1,1,0,0,0,0,1,1,1,0,1
325,18,4,4,5,5,1,2,1,3,0,4,3,3,2,2,3,3,9,12,11,0,1,0,1,1,0,0,1,0,1,1,1,0,1
326,17,3,3,5,3,3,2,1,1,0,4,3,5,3,5,5,3,14,15,16,0,1,0,1,1,0,0,1,0,1,0,1,0,1
327,17,2,2,3,5,1,2,4,1,0,4,4,5,5,5,4,8,11,10,10,0,1,0,1,0,0,1,0,0,1,1,1,0,1
328,17,4,4,4,3,1,2,1,3,0,5,4,4,1,3,4,7,10,9,9,1,0,0,1,1,0,1,1,1,1,1,1,0,1
329,17,4,4,4,4,1,2,2,3,0,4,3,3,1,2,4,4,14,14,14,1,0,0,1,1,0,1,0,1,1,0,1,1,1
330,18,2,2,5,5,1,2,1,4,0,4,5,5,2,4,5,2,9,8,8,0,1,1,1,1,0,1,1,0,1,1,1,0,1
331,17,2,4,1,5,1,1,1,3,0,4,4,3,1,1,5,7,12,14,14,1,0,0,1,0,0,1,0,0,1,1,1,1,1
335,17,3,4,3,5,1,2,1,3,0,4,4,5,1,3,5,16,16,15,15,1,0,0,1,1,0,0,0,0,1,1,1,0,1
336,19,3,1,3,1,2,3,1,3,1,5,4,3,1,2,5,12,14,13,13,1,0,0,0,0,0,0,0,1,0,1,1,0,1
338,18,3,3,3,3,2,2,1,4,0,5,3,3,1,1,1,7,16,15,17,1,0,1,1,1,0,1,0,0,1,1,1,0,1
339,17,3,2,5,5,2,2,1,2,0,4,3,3,2,3,2,4,9,10,10,1,0,0,0,0,0,1,0,1,1,1,1,0,1
340,19,2,1,3,3,2,3,1,3,1,4,3,4,1,3,3,4,11,12,11,1,0,0,1,1,0,0,1,1,1,1,1,1,1
342,18,3,4,3,5,2,2,1,2,0,4,3,3,1,3,5,11,16,15,15,0,1,1,1,1,0,0,1,0,1,1,1,1,1
344,18,2,3,1,5,1,2,1,3,0,4,3,3,1,2,3,4,11,10,10,1,0,0,1,1,0,1,0,0,1,1,1,0,1
345,18,3,2,5,3,4,2,1,3,0,5,4,3,2,3,1,7,13,13,14,1,0,0,1,1,0,0,0,0,1,1,1,1,1
346,18,4,3,4,3,1,2,1,3,0,5,3,2,1,2,4,9,16,15,16,0,1,0,1,0,0,0,0,0,1,1,1,1,1
347,18,4,3,4,5,1,2,1,3,0,5,4,5,2,3,5,0,10,10,9,0,1,0,1,1,0,1,0,1,1,1,1,1,1
348,17,4,3,2,5,3,2,1,3,0,4,4,3,1,3,4,0,13,15,15,1,0,0,1,1,0,1,1,1,1,1,1,1,1
349,18,3,2,5,5,1,2,2,1,1,2,5,5,5,5,5,10,11,13,13,0,1,0,1,0,0,1,0,0,1,0,1,0,0
350,19,1,1,5,3,2,3,3,2,3,5,4,4,3,3,2,8,8,7,8,0,1,0,1,0,0,0,0,0,1,1,1,0,0
351,17,3,3,2,5,1,2,2,2,0,4,5,4,2,3,3,2,13,13,13,0,1,0,1,1,0,1,0,1,1,1,1,0,0
352,18,1,3,1,3,1,2,1,1,1,4,3,3,2,3,3,7,8,7,8,0,1,1,1,1,0,0,0,0,1,1,0,1,0
353,19,1,1,5,5,2,3,3,1,1,4,4,4,3,3,5,4,8,8,8,0,1,0,1,0,0,1,0,0,1,1,1,0,0
354,17,4,3,3,5,2,2,2,2,0,4,5,5,1,3,2,4,13,11,11,0,1,0,1,0,0,1,1,1,1,0,1,1,0
355,18,3,3,3,3,1,1,1,2,0,5,3,4,1,1,5,0,10,9,9,1,0,0,1,1,0,1,0,0,0,1,1,1,0
356,17,4,4,4,3,4,1,2,2,0,4,3,3,1,2,5,4,12,13,13,1,0,0,1,0,0,1,1,1,1,1,1,0,0
357,17,3,2,3,5,3,2,2,2,0,1,2,3,1,2,5,2,12,12,11,1,0,1,0,1,0,0,0,0,0,1,1,1,0
358,18,1,1,5,3,2,1,2,1,0,3,3,2,1,2,3,4,10,10,10,0,1,1,1,1,0,0,0,0,1,0,1,1,0
359,18,1,1,1,3,1,1,2,3,0,5,3,2,1,1,4,0,18,16,16,1,0,1,1,1,0,0,0,0,1,1,1,0,0
360,18,1,4,1,5,1,2,3,2,0,4,3,4,1,4,5,0,13,13,13,1,0,1,0,0,0,0,0,0,0,1,1,1,0
361,18,1,1,1,5,4,2,2,2,1,4,4,3,2,3,5,2,13,12,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0
362,18,3,3,3,3,4,2,2,2,0,4,3,2,1,3,3,0,11,11,10,1,0,0,1,1,0,1,0,0,1,1,1,1,0
363,17,4,4,1,1,1,2,1,2,0,2,3,4,1,1,1,0,16,15,15,1,0,1,1,1,0,1,1,1,1,1,1,1,0
364,17,1,2,5,3,1,1,2,2,0,3,2,2,1,2,3,0,12,11,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0
365,18,1,3,1,5,1,2,2,2,0,3,3,4,2,4,3,4,10,10,10,0,1,0,1,0,0,1,0,1,0,1,1,0,0
366,18,4,4,4,3,4,2,2,3,0,4,2,2,2,2,5,0,13,13,13,0,1,1,1,1,0,0,0,1,1,1,1,1,0
368,18,2,3,1,3,1,1,2,1,0,5,2,3,1,2,4,0,11,10,10,1,0,0,1,1,0,1,0,1,1,1,1,1,0
369,18,4,4,5,4,4,1,3,2,0,3,2,2,4,2,5,10,14,12,11,1,0,0,1,0,0,1,0,1,1,0,1,1,0
370,19,3,2,3,3,2,3,2,2,2,3,2,2,1,1,3,4,7,7,9,1,0,1,1,1,0,0,1,0,0,1,1,1,0
371,18,1,2,1,3,4,1,3,1,0,4,3,3,2,3,3,3,14,12,12,0,1,1,1,0,0,1,1,1,1,1,0,1,0
372,17,2,2,5,1,2,2,1,3,0,3,4,3,1,1,3,8,13,11,11,1,0,0,1,1,0,0,1,0,0,1,1,1,0
373,17,1,2,5,5,1,2,1,1,0,3,5,5,1,3,1,14,6,5,5,1,0,0,1,0,0,0,1,0,1,1,1,0,0
374,18,4,4,5,5,3,2,2,3,0,5,4,4,1,1,1,0,19,18,19,1,0,1,1,0,0,0,0,0,1,1,1,0,0
375,18,1,1,5,5,2,2,4,3,0,4,3,2,1,2,4,2,8,8,10,1,0,0,1,0,0,0,0,0,1,1,1,0,0
376,20,4,2,2,5,1,3,2,3,2,5,4,3,1,1,3,4,15,14,15,1,0,0,1,1,0,1,0,1,1,0,1,1,0
377,18,4,4,4,3,1,2,1,2,0,5,4,3,3,4,2,4,8,9,10,1,0,1,1,0,0,0,1,1,1,1,1,0,0
378,18,3,3,5,5,2,2,1,2,0,4,1,3,1,2,1,0,15,15,15,1,0,0,1,1,0,0,0,1,1,1,1,1,0
379,17,3,1,1,5,3,2,1,2,0,4,5,4,2,3,1,17,10,10,10,1,0,0,1,0,0,1,1,1,1,0,1,0,0
380,18,4,4,4,4,2,1,1,2,0,3,2,4,1,4,2,4,15,14,14,0,1,0,1,1,0,0,1,1,1,0,1,0,0
381,18,2,1,5,5,4,2,2,1,0,4,4,3,1,3,5,5,7,6,7,0,1,0,1,0,0,0,1,0,1,0,1,1,0
382,17,2,3,5,3,2,1,2,2,0,4,4,3,1,1,3,2,11,11,10,0,1,0,1,1,0,0,1,0,1,1,1,0,0
384,18,4,2,5,5,2,1,2,1,1,5,4,3,4,3,3,14,6,5,5,0,1,0,1,0,0,0,0,1,0,1,1,0,0
385,18,2,2,1,5,4,2,2,3,0,5,3,3,1,3,4,2,10,9,10,1,0,0,1,0,0,0,0,1,0,1,1,0,0
386,18,4,4,4,1,3,2,3,1,0,4,4,3,2,2,5,7,6,5,6,1,0,0,1,0,0,1,1,1,1,1,1,1,0
388,18,3,1,4,3,1,2,1,2,0,4,3,4,1,1,1,0,7,9,8,1,0,1,1,1,0,1,0,1,1,1,1,0,0
390,20,2,2,3,3,1,3,1,2,2,5,5,4,4,5,4,11,9,9,9,0,1,1,0,1,0,1,0,1,0,1,1,0,0
391,17,3,1,3,3,1,2,2,1,0,2,4,5,3,4,2,3,14,16,16,0,1,1,1,1,0,0,0,0,1,0,1,0,0
392,21,1,1,5,5,1,3,1,1,3,5,5,3,3,3,3,3,10,8,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0
393,18,3,2,3,5,1,2,3,1,0,4,4,1,3,4,5,0,11,12,10,0,1,1,1,0,0,0,0,0,1,0,1,0,0
394,19,1,1,5,1,1,1,1,1,0,3,2,3,3,3,5,5,8,9,9,0,1,1,1,1,0,0,0,0,1,1,1,0,0
