age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3_,G3
17,3,3,3,3,4,2,1,2,0,4,3,4,2,3,4,6,0,0,1,1,0,1,1,0,1,1,1,1,1,11,13,14,pass
16,1,2,3,3,4,2,1,1,0,3,3,3,1,2,3,0,0,0,1,1,0,1,1,0,1,1,1,1,1,10,9,11,pass
16,2,1,5,5,1,2,1,2,0,4,2,3,1,2,5,0,0,1,1,1,0,0,1,0,1,1,1,1,1,13,14,16,pass
17,3,3,2,5,3,2,1,2,0,3,3,3,1,3,3,10,1,0,0,1,0,1,0,0,1,0,1,1,1,12,13,14,pass
17,1,2,1,5,2,2,1,2,0,3,1,3,1,5,3,6,0,0,1,0,0,0,0,0,0,1,1,0,1,9,9,10,pass
16,2,3,3,3,1,2,1,2,0,4,3,3,1,1,2,6,1,0,1,1,0,0,0,0,1,1,1,0,1,12,12,13,pass
17,1,1,1,3,1,2,1,2,0,5,3,3,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,12,11,12,pass
17,1,2,1,3,4,3,2,2,0,4,4,4,4,5,5,16,0,0,1,1,0,0,1,0,1,0,1,0,1,10,11,12,pass
16,3,3,3,3,3,2,1,1,0,4,3,2,3,4,5,0,0,0,1,0,0,1,1,0,1,1,1,0,1,11,10,10,pass
16,2,3,5,5,2,1,2,1,0,5,3,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,1,0,1,13,12,12,pass
17,2,4,3,3,1,1,1,2,0,4,3,2,1,1,5,8,1,1,1,1,0,0,1,0,1,1,1,1,1,14,15,16,pass
17,4,4,3,4,2,2,1,1,0,5,2,3,1,2,5,4,0,0,1,1,0,0,0,0,1,1,1,0,1,13,13,14,pass
16,3,3,4,5,2,1,3,1,0,3,3,4,3,5,3,16,0,1,1,0,0,1,1,0,1,1,1,0,1,10,11,12,pass
17,4,4,3,4,2,2,2,1,1,4,2,4,2,3,2,30,1,0,1,1,0,1,0,0,1,1,1,0,1,14,15,16,pass
16,4,4,4,4,3,2,1,2,0,4,5,2,1,2,3,0,1,1,1,1,0,1,0,0,1,1,1,0,1,11,10,11,pass
16,4,3,2,5,2,2,1,2,0,4,3,5,1,5,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,14,14,15,pass
16,2,3,5,5,3,2,1,2,0,4,4,3,1,3,4,4,1,0,1,1,1,1,1,0,0,1,1,0,1,11,12,12,pass
17,1,1,5,5,1,2,1,2,0,4,4,4,1,3,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,14,15,15,pass
17,2,2,5,5,3,2,1,1,0,5,3,2,1,2,3,21,1,0,1,0,0,1,0,0,1,1,1,0,1,13,13,13,pass
16,2,2,3,3,3,2,2,4,0,5,3,5,1,1,5,6,1,0,1,0,0,1,1,0,1,0,1,0,1,13,13,13,pass
17,3,4,1,3,2,2,1,3,1,4,4,3,3,4,5,14,1,0,1,1,0,1,0,1,1,1,1,1,1,8,9,8,fail
16,3,1,3,5,1,2,1,2,0,2,3,3,2,2,4,2,1,0,0,1,0,1,0,0,1,1,1,0,1,11,11,12,pass
16,4,3,4,5,4,2,1,2,0,1,3,2,1,1,1,4,1,0,1,1,0,0,1,0,1,1,1,1,1,14,15,15,pass
16,1,1,1,5,2,2,2,1,0,4,3,2,1,4,5,2,1,0,1,1,0,1,0,0,0,1,1,0,1,12,13,13,pass
17,4,3,4,5,3,2,2,3,0,4,4,2,1,1,4,0,1,0,1,0,0,1,1,0,1,1,1,1,1,11,12,12,pass
19,3,3,5,5,3,3,1,4,0,4,3,3,1,2,3,4,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,12,pass
17,4,4,3,5,2,2,1,2,0,5,3,5,4,5,3,15,0,1,1,1,0,1,0,0,1,1,1,1,1,13,12,12,pass
16,2,2,5,5,3,2,1,2,0,3,3,4,1,1,4,0,1,0,0,1,1,1,0,0,1,1,1,0,1,13,13,13,pass
18,2,2,3,5,2,2,1,2,0,4,4,4,2,4,5,10,0,0,1,1,0,1,1,0,1,1,1,0,1,12,11,11,pass
17,4,4,3,5,4,2,1,1,0,5,2,1,1,2,3,6,1,1,1,0,0,1,0,0,0,1,1,0,1,12,11,11,pass
17,3,2,5,5,3,2,2,2,0,4,4,4,1,3,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,14,16,15,pass
17,4,3,5,5,3,2,1,2,0,3,4,5,2,4,1,16,1,0,1,1,0,0,0,0,1,1,1,1,1,11,9,10,pass
18,3,3,3,2,2,1,1,2,0,3,2,4,2,4,4,10,0,1,1,1,0,1,0,0,1,1,1,0,1,10,10,10,pass
17,2,3,1,5,2,1,2,1,0,3,3,3,1,4,3,4,1,0,1,1,0,1,0,0,0,1,1,0,1,12,13,13,pass
17,2,2,1,1,1,2,1,3,0,4,3,3,1,1,4,0,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,13,pass
17,2,1,1,3,3,2,2,2,0,4,2,5,1,2,5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,11,10,11,pass
17,1,1,1,5,3,2,1,3,0,4,3,4,1,1,5,12,1,0,1,1,0,1,1,0,0,1,1,1,1,12,12,12,pass
16,2,3,3,4,4,2,1,2,0,2,3,1,1,1,3,0,1,0,1,1,1,0,0,0,1,1,1,0,1,13,13,14,pass
18,2,2,5,5,2,2,2,2,3,3,3,3,5,5,4,9,0,0,1,1,0,1,0,1,1,1,1,0,1,10,9,10,pass
16,4,4,4,3,2,2,1,3,0,5,3,2,1,1,5,4,1,0,1,1,0,1,1,0,1,0,1,0,1,15,16,16,pass
18,3,1,5,5,3,2,1,2,0,5,3,3,1,1,4,4,1,0,1,0,0,0,1,0,1,1,1,1,1,8,8,8,fail
17,3,2,5,5,1,2,1,2,0,5,3,4,1,3,3,2,1,0,1,1,0,0,1,0,1,0,1,0,1,17,18,17,pass
17,2,3,3,3,3,1,1,2,0,5,3,3,1,3,3,0,0,1,1,1,0,1,0,0,1,0,1,0,1,10,11,11,pass
18,2,1,1,5,1,2,4,2,0,4,3,2,4,5,3,2,0,1,1,1,1,1,1,0,1,1,1,1,1,9,10,11,pass
17,2,1,5,5,1,2,2,3,0,3,2,3,1,2,3,0,1,0,0,1,0,0,1,0,1,1,1,1,1,15,15,16,pass
17,4,3,2,5,3,1,1,2,0,3,2,3,1,2,3,0,1,1,1,1,0,0,1,0,1,1,1,1,1,14,12,12,pass
17,2,2,5,5,1,1,2,2,0,4,5,2,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,12,13,13,pass
17,4,4,4,4,3,2,1,2,0,4,5,5,1,3,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,13,13,13,pass
16,4,4,2,5,3,1,1,2,0,4,2,4,2,4,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,13,13,14,pass
16,1,1,5,5,2,2,2,2,0,3,4,2,1,1,5,2,0,1,1,1,0,1,0,0,1,1,1,0,1,9,9,9,fail
16,3,2,1,5,3,2,2,3,0,5,3,3,1,3,2,0,0,0,1,1,0,0,1,0,1,1,1,1,1,12,12,12,pass
17,2,2,5,5,2,1,1,2,0,4,4,2,5,5,4,0,0,1,1,1,0,0,1,0,1,0,1,1,1,16,16,16,pass
16,2,1,5,5,2,2,1,1,0,4,5,2,1,1,5,4,1,0,1,1,0,0,0,0,1,1,1,1,1,9,10,10,pass
16,4,1,5,5,2,2,1,2,0,5,3,3,1,2,5,0,1,0,0,1,0,0,1,0,1,1,1,1,1,14,13,13,pass
18,2,4,3,5,1,2,2,2,1,4,3,3,1,1,3,18,1,1,0,1,0,1,0,0,1,1,1,0,1,10,10,10,pass
18,2,2,1,3,1,2,1,2,1,5,3,1,1,1,5,16,1,1,1,1,0,1,0,0,1,0,1,1,1,9,8,10,pass
18,3,3,5,5,1,2,2,1,1,4,1,1,1,1,3,14,1,0,1,1,0,0,0,0,1,1,0,0,1,8,7,7,fail
18,2,2,5,1,1,3,1,1,1,4,4,3,2,2,1,26,0,0,1,1,0,1,1,0,1,0,0,1,1,7,8,8,fail
17,4,4,4,4,1,2,1,1,0,4,2,1,1,2,5,6,0,0,1,1,0,1,1,0,1,0,1,0,1,10,8,9,fail
17,3,2,5,5,1,1,1,2,0,5,4,2,1,1,3,4,1,0,1,1,0,0,1,0,0,1,1,0,1,14,14,15,pass
17,1,1,1,1,1,2,1,3,0,4,3,2,1,2,4,10,1,1,1,1,0,1,1,0,1,1,1,1,1,11,10,10,pass
16,1,2,5,5,1,2,1,1,0,5,3,5,1,2,5,4,1,0,1,1,0,0,0,0,1,1,0,0,1,12,11,11,pass
17,2,1,1,3,1,2,3,2,0,2,1,1,1,1,3,2,1,0,1,0,0,0,1,0,0,1,1,0,1,13,13,13,pass
17,1,4,5,5,1,3,4,1,1,5,5,4,1,1,5,14,1,1,0,0,0,1,0,0,1,1,1,0,1,9,9,8,fail
18,2,2,5,3,3,1,1,2,0,5,5,4,3,5,2,16,0,0,1,1,0,0,0,0,1,1,0,0,1,8,7,8,fail
17,2,2,5,5,2,2,1,1,1,3,1,2,1,1,1,8,1,1,0,1,0,1,0,0,1,0,0,0,1,11,9,10,pass
17,1,1,1,5,1,2,2,3,0,4,3,3,1,3,5,4,1,1,1,0,0,0,1,0,1,1,1,0,1,15,14,15,pass
17,4,2,4,5,1,2,1,2,0,4,3,2,1,1,4,4,1,1,0,1,0,1,1,0,0,1,1,0,1,15,14,14,pass
17,4,3,2,5,1,2,2,2,0,2,5,5,1,4,5,8,0,1,1,1,0,0,1,0,1,1,1,1,1,15,15,15,pass
17,4,4,4,5,1,2,2,2,0,3,3,3,2,3,4,0,0,1,0,0,0,1,0,0,1,1,1,0,1,12,12,12,pass
16,4,3,4,5,1,2,1,1,0,5,4,5,1,1,3,7,0,1,1,1,0,0,1,0,1,0,1,0,1,14,14,15,pass
16,4,4,3,3,1,2,1,1,0,5,3,2,1,2,5,4,0,0,1,1,0,0,1,1,1,1,1,0,1,14,15,15,pass
17,4,4,4,3,1,2,1,2,0,5,3,1,1,4,5,2,1,0,1,1,0,1,0,1,1,1,1,1,1,11,11,12,pass
17,1,1,5,5,2,1,2,3,0,4,3,3,1,1,1,2,0,0,1,0,0,0,0,0,1,0,1,1,1,13,14,15,pass
17,3,3,3,5,2,2,2,3,0,4,2,2,2,3,5,10,1,0,1,1,0,1,0,0,1,1,1,1,1,11,11,11,pass
17,1,1,1,5,1,2,1,2,0,4,3,2,1,1,4,10,1,0,1,1,1,0,0,0,0,0,1,1,1,10,9,10,pass
18,2,1,5,5,1,3,2,3,0,4,4,4,1,1,3,10,1,0,1,1,0,1,0,0,1,0,1,1,1,12,10,11,pass
16,2,1,5,5,1,2,3,1,0,4,3,3,1,1,4,7,0,0,1,1,0,0,0,0,1,1,1,0,1,15,16,16,pass
17,1,1,5,3,1,1,1,2,0,4,3,4,1,2,5,4,1,0,1,1,0,1,0,0,0,1,1,0,1,11,10,11,pass
17,2,3,5,5,1,1,2,1,0,5,2,2,1,1,2,2,0,0,1,1,0,0,0,0,1,1,1,0,1,9,12,13,pass
22,3,1,3,3,4,2,1,1,3,5,4,5,5,5,1,12,0,0,1,1,0,0,0,0,1,0,0,1,1,7,8,5,fail
18,3,3,5,3,1,2,1,2,0,4,3,3,1,3,5,8,0,1,1,0,0,1,0,0,1,1,1,1,1,10,9,10,pass
16,0,2,5,5,4,2,1,1,0,4,3,2,2,4,5,0,0,0,1,1,0,0,0,0,1,0,1,0,1,11,12,11,pass
18,3,2,3,5,1,2,2,1,0,4,4,5,2,4,5,8,0,0,1,1,0,0,0,0,1,1,0,0,1,7,8,7,fail
16,3,3,1,5,3,3,3,2,1,5,3,3,1,3,2,4,0,0,1,1,1,1,0,0,1,0,1,0,1,9,11,10,pass
18,2,1,3,3,4,2,1,1,2,3,2,5,2,5,5,4,0,0,1,1,0,0,0,0,1,0,0,0,1,7,8,6,fail
16,2,1,5,5,1,2,2,1,0,3,3,2,1,3,3,2,0,0,1,0,0,0,1,0,0,0,1,0,1,14,13,12,pass
17,2,1,5,5,1,2,1,1,0,4,4,2,2,4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,12,12,13,pass
17,1,1,2,5,1,2,2,1,1,4,4,4,1,2,5,0,0,1,1,1,0,1,1,0,1,1,1,0,1,9,10,10,pass
18,2,1,5,5,1,2,1,2,0,4,3,4,1,3,5,2,1,1,0,1,0,1,0,0,1,0,1,1,1,12,12,13,pass
17,4,2,4,3,3,2,1,4,0,4,2,3,1,1,4,2,1,1,1,1,0,1,1,0,1,1,1,0,1,14,15,17,pass
19,2,2,3,3,2,2,1,2,0,4,3,3,1,1,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,10,10,11,pass
18,2,1,3,5,1,2,3,2,1,4,4,5,4,4,5,4,0,1,1,1,0,0,1,0,1,0,0,0,1,11,10,11,pass
17,4,2,5,5,1,2,1,3,0,4,3,4,1,3,5,2,1,0,1,0,0,1,1,0,1,1,1,0,1,11,12,14,pass
18,1,1,5,1,2,2,1,3,0,4,4,3,2,3,3,4,1,1,1,1,0,1,0,0,0,0,1,0,1,11,12,14,pass
18,2,2,5,5,2,2,1,2,0,3,2,3,1,1,5,4,1,0,1,0,1,0,0,0,0,1,1,0,1,11,11,13,pass
19,4,3,3,1,3,2,1,2,0,4,3,1,1,1,1,4,0,1,0,1,0,1,0,0,1,1,1,0,1,11,13,14,pass
18,2,1,5,5,2,2,1,2,0,5,2,4,1,2,4,2,0,0,1,1,0,0,1,0,1,1,1,0,1,16,16,16,pass
17,2,2,5,3,4,2,2,1,0,5,2,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,10,10,pass
17,2,2,3,3,1,1,1,4,0,3,4,1,1,1,2,2,1,1,1,1,0,0,1,0,1,1,1,1,1,10,11,12,pass
20,2,1,5,5,1,3,2,2,0,1,2,3,1,2,2,8,1,0,1,0,0,1,1,1,1,1,0,1,1,10,12,12,pass
18,4,3,3,5,2,1,1,2,0,3,1,2,1,3,2,2,1,0,1,1,0,1,0,0,1,1,1,1,1,15,15,15,pass
18,4,3,4,5,1,2,1,2,0,4,3,2,1,1,3,2,0,0,1,1,0,1,0,0,1,0,1,0,1,10,10,11,pass
18,3,2,5,5,1,2,1,3,0,5,3,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,1,10,11,12,pass
17,3,3,5,5,2,2,1,3,0,3,2,3,1,1,4,2,1,0,1,1,0,0,1,0,0,0,1,0,1,15,12,13,pass
18,2,2,1,3,2,2,1,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,1,0,1,1,1,1,1,11,12,13,pass
17,2,2,5,5,2,1,2,1,0,4,4,4,2,3,4,8,0,0,1,1,0,0,0,0,1,1,0,0,1,8,8,9,fail
18,3,4,5,5,3,2,2,2,0,4,2,5,3,4,1,6,0,1,0,0,0,1,1,0,1,1,1,0,1,15,16,16,pass
17,3,1,3,5,4,2,1,2,0,5,4,4,3,4,5,0,0,0,1,1,0,0,1,0,1,1,1,1,1,11,11,14,pass
18,4,4,4,5,3,2,2,2,0,4,3,4,2,2,4,8,1,0,1,0,0,0,1,0,1,1,1,0,1,10,11,12,pass
18,4,2,2,5,3,1,1,2,0,5,4,5,1,3,5,4,0,0,1,1,0,1,1,0,1,1,1,1,1,10,12,14,pass
18,2,1,5,5,3,2,2,2,0,4,3,5,1,2,3,12,1,0,1,0,0,1,0,0,1,1,0,1,1,8,9,10,pass
19,3,3,5,3,2,3,1,2,0,4,3,5,3,3,5,16,1,0,1,1,0,1,1,0,1,1,1,0,1,11,12,12,pass
18,2,3,5,3,3,1,1,4,0,4,5,5,1,3,2,10,1,0,1,1,0,1,1,0,1,1,1,1,1,16,16,16,pass
18,1,1,5,5,2,2,2,2,0,4,4,3,1,1,3,2,1,1,1,1,0,1,0,0,0,0,1,0,1,13,13,13,pass
17,1,2,1,1,2,2,1,2,0,3,5,2,2,2,1,2,0,0,1,0,0,1,1,0,0,0,1,1,1,16,17,18,pass
18,2,1,5,5,2,2,1,2,0,4,2,5,1,2,1,8,1,0,1,1,0,1,0,0,1,1,1,1,1,14,14,15,pass
17,2,4,1,2,3,2,2,2,0,4,3,3,1,1,1,6,1,0,1,1,0,1,0,0,1,1,1,1,1,15,16,16,pass
17,2,2,3,5,1,2,2,2,0,4,4,4,2,3,5,6,1,1,1,1,1,1,0,0,1,1,1,1,1,12,12,12,pass
18,3,2,5,3,2,2,2,2,0,4,1,1,1,1,5,15,1,0,0,0,0,0,0,0,1,0,0,1,1,12,9,10,pass
18,4,4,4,3,2,2,2,1,0,3,2,4,1,4,3,6,0,0,1,1,0,0,1,0,1,1,1,0,1,11,12,12,pass
18,4,4,2,2,3,1,1,2,1,2,4,4,1,1,4,2,1,0,1,1,1,1,1,0,1,1,1,1,1,14,12,13,pass
17,2,2,5,3,3,1,3,3,0,4,2,3,1,1,1,8,1,0,1,1,0,1,0,0,1,1,1,1,1,13,15,15,pass
19,3,2,3,3,3,1,1,2,1,3,3,3,4,3,3,0,1,0,1,0,1,1,0,0,1,1,0,0,1,9,8,10,pass
18,4,3,4,3,1,2,2,1,0,4,2,3,1,2,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,10,10,10,pass
18,1,2,1,5,2,3,2,1,0,3,4,4,2,4,4,10,0,0,1,1,0,0,0,0,1,0,0,0,1,10,10,11,pass
17,4,1,3,5,2,2,2,1,0,4,5,4,2,4,5,22,0,1,0,1,0,0,1,0,1,1,1,1,1,11,11,10,pass
17,3,2,4,3,2,2,1,1,0,4,4,4,3,4,3,18,0,1,0,1,0,0,0,0,1,1,1,0,1,13,13,13,pass
18,1,1,1,5,3,2,2,4,0,5,2,2,1,1,3,2,1,1,1,0,0,1,1,0,0,1,1,0,1,17,17,18,pass
18,1,1,5,5,2,2,2,2,0,5,4,4,1,1,4,0,1,0,1,1,1,0,1,0,1,1,1,0,1,12,13,13,pass
17,2,2,5,5,1,2,1,2,0,5,4,5,1,2,5,12,1,0,1,1,0,1,0,0,1,0,1,0,1,12,12,14,pass
18,2,1,5,5,3,2,2,2,0,4,3,1,1,1,5,10,1,0,1,1,0,0,1,0,1,1,1,1,1,12,13,14,pass
17,1,1,5,5,3,1,1,2,0,4,3,3,1,2,4,0,0,0,1,1,0,0,0,0,1,0,1,0,1,12,12,12,pass
18,2,2,1,1,4,2,1,3,0,4,3,3,1,2,2,0,1,0,1,1,0,1,0,0,1,1,1,0,1,18,18,18,pass
17,1,1,3,4,3,2,1,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,13,13,14,pass
18,2,1,3,3,3,2,1,3,0,4,2,4,1,3,2,0,0,0,1,1,0,0,1,0,1,1,1,0,1,14,15,15,pass
18,4,4,4,4,3,2,1,2,0,5,4,3,1,1,2,0,0,1,0,1,0,1,1,0,1,1,1,0,1,17,17,17,pass
18,4,2,4,5,2,2,1,2,0,4,3,2,1,4,5,2,0,0,1,1,0,1,1,0,1,1,1,1,1,15,16,16,pass
17,4,3,2,3,3,2,1,3,0,4,2,2,1,2,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,17,18,18,pass
17,3,1,3,5,3,2,2,4,0,3,1,2,1,1,3,0,1,1,1,0,0,1,0,0,0,1,1,0,1,18,19,19,pass
18,3,2,3,5,3,2,2,3,0,5,4,2,1,1,4,0,0,1,1,0,0,1,1,0,1,1,1,0,1,14,15,15,pass
17,3,3,2,5,2,2,1,1,0,4,4,3,1,3,5,0,0,0,1,1,0,1,0,0,1,1,1,0,1,14,15,15,pass
19,4,4,2,5,3,3,2,2,0,2,3,4,2,3,2,2,1,0,1,1,0,1,1,0,1,1,1,0,1,14,13,13,pass
18,4,3,5,5,2,3,2,2,0,4,4,5,1,2,2,0,1,1,1,1,0,1,0,0,1,1,1,1,1,13,14,14,pass
18,4,3,5,5,3,1,1,4,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,16,17,17,pass
18,4,4,4,4,2,2,1,1,0,1,4,2,2,2,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,18,18,17,pass
18,4,4,2,5,2,2,1,2,0,4,2,4,1,1,4,0,1,1,0,1,0,1,0,1,1,1,1,1,1,14,15,15,pass
17,4,4,5,4,2,1,2,1,0,4,1,1,2,2,5,0,0,1,1,1,0,0,0,0,1,1,1,0,1,12,13,13,pass
17,4,4,3,3,3,2,2,3,0,5,3,4,1,1,5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,7,7,8,fail
17,4,2,5,5,3,2,2,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,16,16,16,pass
17,3,2,2,2,3,1,1,4,0,5,2,2,1,2,5,0,1,0,1,1,0,1,1,0,1,0,1,0,1,18,18,18,pass
19,2,1,1,3,1,2,2,3,1,4,3,1,1,1,5,0,0,1,1,0,0,0,1,0,1,1,1,1,1,9,10,11,pass
20,3,2,3,5,1,3,1,1,2,5,5,3,1,1,5,0,0,0,0,1,0,0,1,0,0,1,1,0,1,14,15,15,pass
19,3,3,5,3,3,1,1,2,0,4,5,3,1,2,5,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10,10,11,pass
18,1,4,5,4,2,2,1,2,0,3,4,4,1,2,5,2,1,0,1,1,1,1,0,0,0,0,1,1,1,10,10,11,pass
18,2,1,3,5,1,2,2,2,0,5,3,3,1,2,1,2,1,0,1,1,0,1,1,0,1,1,1,0,1,12,12,15,pass
17,2,3,5,5,1,1,2,2,0,4,2,1,1,1,3,2,1,0,1,1,0,0,1,0,1,1,1,1,1,11,12,14,pass
17,4,4,4,4,1,2,1,1,0,4,4,4,1,1,5,2,1,0,1,0,0,0,1,0,1,1,1,0,1,15,16,17,pass
18,4,3,5,5,1,2,1,3,0,4,3,4,1,1,5,2,1,0,1,1,0,1,1,0,1,1,1,1,1,14,15,17,pass
18,4,3,2,3,1,2,2,1,0,3,2,4,1,4,1,8,1,1,1,1,0,1,0,0,1,1,1,0,1,12,12,15,pass
17,3,4,1,3,1,1,1,3,0,4,3,4,2,5,5,2,1,0,1,0,0,1,1,0,1,0,1,0,1,15,15,17,pass
18,3,3,1,5,1,1,1,2,0,4,1,4,1,1,3,8,1,0,1,1,0,1,0,0,1,1,1,0,1,11,12,14,pass
19,4,2,2,5,1,2,2,2,0,5,4,4,1,1,1,9,0,0,1,1,0,1,1,0,1,1,1,1,1,11,10,10,pass
18,4,4,4,5,1,2,1,2,0,4,4,4,3,3,5,0,1,0,1,1,0,1,0,0,1,1,1,0,1,12,11,13,pass
18,3,4,5,5,1,2,1,1,0,5,4,4,1,1,1,4,1,0,1,1,0,1,1,0,1,1,1,1,1,11,12,14,pass
17,4,4,2,2,1,2,1,1,0,5,3,4,1,2,5,2,1,0,1,1,0,0,1,0,1,1,1,0,1,14,15,17,pass
17,4,3,3,3,1,2,1,2,0,5,2,2,1,2,5,14,1,0,0,1,0,1,0,0,1,1,1,1,1,15,14,17,pass
17,3,3,3,5,2,2,1,2,0,5,3,3,1,1,5,0,1,1,0,1,1,1,0,0,1,1,1,0,1,12,12,13,pass
17,2,1,5,5,2,1,1,2,0,4,2,3,2,2,2,2,1,1,1,1,0,0,1,0,1,1,1,0,1,11,12,14,pass
18,4,4,5,5,3,1,1,1,0,4,2,5,3,4,5,2,0,1,1,1,0,1,0,0,1,1,1,0,1,8,9,11,pass
19,1,1,5,5,1,3,3,3,0,1,5,5,4,3,5,12,1,0,1,1,0,0,1,0,0,1,0,1,1,10,10,11,pass
19,1,1,5,5,1,3,3,2,2,5,3,4,1,1,4,2,1,1,0,1,0,1,0,0,1,0,1,1,1,8,8,9,fail
18,2,2,5,5,1,2,1,1,0,4,3,5,2,4,5,2,1,0,1,1,0,1,1,0,1,1,1,1,1,10,10,10,pass
17,2,2,5,5,1,2,1,2,0,4,2,2,1,1,3,4,1,0,1,1,0,1,0,0,0,1,1,1,1,14,13,13,pass
17,2,2,3,3,1,2,1,3,0,3,3,2,2,2,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1,11,11,10,pass
17,3,1,3,3,1,1,1,3,0,3,4,3,2,3,5,0,1,0,1,1,0,1,0,0,1,0,1,0,1,17,18,17,pass
17,0,2,1,1,2,1,2,3,0,3,3,3,2,3,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,14,14,15,pass
18,1,1,5,5,2,2,2,3,0,4,5,5,1,2,2,0,1,0,1,1,0,0,1,0,1,1,1,0,1,14,14,14,pass
18,4,4,5,5,1,2,1,3,0,4,3,3,2,2,3,0,0,0,1,1,0,0,1,0,1,1,1,0,1,13,14,13,pass
17,3,3,5,3,3,2,1,1,0,4,3,5,3,5,5,0,0,0,1,1,0,0,1,0,1,0,1,0,1,17,18,17,pass
17,2,2,3,5,1,2,4,1,0,4,4,5,5,5,4,2,0,0,1,0,0,1,0,0,1,1,1,0,1,11,10,10,pass
17,4,4,4,3,1,2,1,3,0,5,4,4,1,3,4,0,1,0,1,1,0,1,1,0,1,1,1,0,1,13,12,13,pass
17,4,4,4,4,1,2,2,3,0,4,3,3,1,2,4,4,1,0,1,1,0,1,0,0,1,0,1,1,1,15,14,15,pass
17,3,3,1,5,1,2,1,1,0,4,2,5,2,5,5,2,1,0,1,1,0,1,1,1,1,1,1,0,1,11,12,11,pass
18,2,2,5,5,1,2,1,4,0,4,5,5,2,4,5,0,0,1,1,1,0,1,1,1,1,1,1,0,1,11,11,12,pass
19,3,2,1,3,2,3,1,1,0,5,3,4,2,2,5,0,0,0,1,0,0,1,0,0,0,0,1,1,1,11,10,10,pass
18,2,2,1,5,1,2,4,2,0,4,2,5,1,1,2,2,1,0,1,1,0,0,1,0,0,1,1,1,1,10,9,10,pass
17,2,4,1,5,1,1,1,3,0,4,4,3,1,1,5,0,1,0,1,0,0,1,0,0,1,1,1,1,1,15,15,15,pass
18,2,2,5,5,3,2,1,1,0,5,4,2,1,2,5,6,0,0,1,1,0,0,0,0,1,0,1,0,1,15,14,15,pass
18,3,3,3,3,2,2,1,2,0,5,3,4,1,1,4,8,1,0,1,1,0,0,1,0,1,1,1,0,1,10,11,12,pass
18,2,2,5,5,2,3,1,2,0,4,3,3,1,1,2,0,1,1,1,1,0,0,1,0,1,0,1,1,1,10,9,12,pass
18,2,2,1,5,1,2,2,4,0,4,4,4,1,1,4,6,1,0,1,0,0,0,1,0,0,1,1,0,1,14,13,14,pass
17,3,4,3,5,1,2,1,3,0,4,4,5,1,3,5,8,1,0,1,1,0,0,0,0,1,1,1,0,1,11,13,14,pass
17,3,2,5,5,2,2,1,2,0,4,3,2,2,3,2,0,1,0,1,1,0,1,0,0,1,1,1,1,1,12,13,15,pass
18,3,3,3,3,2,2,1,4,0,5,3,3,1,1,1,4,1,1,1,1,0,1,0,0,1,1,1,0,1,14,14,15,pass
17,3,2,5,5,2,2,1,2,0,4,3,3,2,3,2,0,1,0,0,0,0,1,0,0,1,1,1,0,1,14,14,16,pass
18,4,4,4,3,2,1,1,2,0,4,3,3,2,2,2,0,0,0,1,1,0,1,1,0,1,1,1,0,1,12,12,13,pass
18,3,4,3,5,2,2,1,2,0,4,3,3,1,3,5,6,0,1,1,1,0,0,1,0,1,1,1,1,1,16,16,17,pass
17,2,2,1,1,2,1,1,2,0,3,3,1,1,2,4,18,1,0,0,1,0,1,0,0,1,1,1,1,1,10,12,14,pass
18,2,3,1,5,1,2,1,3,0,4,3,3,1,2,3,0,1,0,1,1,0,1,0,0,1,1,1,0,1,11,12,14,pass
