,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP,G1,G2,G3
194,16,2,2,5,5,3,2,1,2,0,3,3,4,1,1,4,0,1,0,0,1,1,1,0,1,1,1,1,0,1,12,13,PASS
195,18,2,2,3,5,2,2,1,2,1,4,4,4,2,4,5,15,0,0,1,1,0,1,1,1,1,1,1,0,1,6,7,FAIL
196,17,4,4,3,5,4,2,1,1,0,5,2,1,1,2,3,12,1,1,1,0,0,1,0,1,0,1,1,0,1,8,10,PASS
197,17,3,2,5,5,3,2,2,2,0,4,4,4,1,3,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,14,15,PASS
198,17,4,3,5,5,3,2,1,2,2,3,4,5,2,4,1,22,1,0,1,1,0,0,0,1,1,1,1,1,1,6,6,FAIL
199,18,3,3,3,2,2,1,1,2,1,3,2,4,2,4,4,13,0,1,1,1,0,1,0,1,1,1,1,0,1,6,6,FAIL
200,17,2,3,1,5,2,1,2,1,0,3,3,3,1,4,3,3,1,0,1,1,0,1,0,1,0,1,1,0,1,7,7,FAIL
201,17,2,2,1,1,1,2,1,3,0,4,3,3,1,1,4,4,1,0,1,1,0,1,1,1,1,1,1,0,1,9,10,PASS
202,17,2,1,1,3,3,2,2,2,0,4,2,5,1,2,5,2,1,0,1,0,0,1,1,0,1,1,1,0,1,6,6,FAIL
203,16,2,3,3,4,4,2,1,2,0,2,3,1,1,1,3,2,1,0,1,1,1,0,0,0,1,1,1,0,1,16,16,PASS
204,18,2,2,5,5,2,2,2,2,0,3,3,3,5,5,4,0,0,0,1,1,0,1,0,1,1,1,1,0,1,12,13,PASS
205,16,4,4,4,3,2,2,1,3,0,5,3,2,1,1,5,0,1,0,1,1,0,1,1,0,1,0,1,0,1,13,13,PASS
206,18,3,1,5,5,3,2,1,2,1,5,3,3,1,1,4,16,1,0,1,0,0,0,1,0,1,1,1,1,1,9,8,FAIL
207,17,3,2,5,5,1,2,1,2,0,5,3,4,1,3,3,10,1,0,1,1,0,0,1,0,1,0,1,0,1,16,15,PASS
208,17,2,3,3,3,3,1,1,2,0,5,3,3,1,3,3,2,0,1,1,1,0,1,0,1,1,0,1,0,1,12,11,PASS
209,18,2,1,1,5,1,2,4,2,0,4,3,2,4,5,3,14,0,1,1,1,1,1,1,1,1,1,1,1,1,10,8,FAIL
210,17,2,1,5,5,1,2,2,3,0,3,2,3,1,2,3,10,1,0,0,1,0,0,1,0,1,1,1,1,1,12,10,PASS
211,17,4,3,2,5,3,1,1,2,0,3,2,3,1,2,3,14,1,1,1,1,0,0,1,0,1,1,1,1,1,13,13,PASS
212,17,2,2,5,5,1,1,2,2,0,4,5,2,1,1,1,4,0,0,1,0,0,1,1,1,1,1,1,0,1,11,11,PASS
213,17,4,4,4,4,3,2,1,2,0,4,5,5,1,3,2,14,0,0,1,1,1,1,1,0,1,1,1,1,1,11,9,FAIL
214,16,4,4,2,5,3,1,1,2,0,4,2,4,2,4,1,2,0,0,1,1,0,1,1,1,1,1,1,0,1,14,13,PASS
215,16,1,1,5,5,2,2,2,2,0,3,4,2,1,1,5,18,0,1,1,1,0,1,0,1,1,1,1,0,1,9,7,FAIL
216,16,3,2,1,5,3,2,2,3,0,5,3,3,1,3,2,10,0,0,1,1,0,0,1,0,1,1,1,1,1,11,9,PASS
217,17,2,2,5,5,2,1,1,2,0,4,4,2,5,5,4,4,0,1,1,1,0,0,1,1,1,0,1,1,1,14,13,PASS
218,16,2,1,5,5,2,2,1,1,0,4,5,2,1,1,5,20,1,0,1,1,0,0,0,0,1,1,1,1,1,13,12,PASS
219,17,2,1,1,3,1,2,3,2,0,2,1,1,1,1,3,2,1,0,1,0,0,0,1,0,0,1,1,0,1,13,11,PASS
220,17,4,3,2,5,1,2,2,2,0,2,5,5,1,4,5,14,0,1,1,1,0,0,1,0,1,1,1,1,1,12,12,PASS
221,17,4,4,4,5,1,2,2,2,0,3,3,3,2,3,4,2,0,1,0,0,0,1,0,1,1,1,1,0,1,10,11,PASS
222,16,4,4,3,3,1,2,1,1,0,5,3,2,1,2,5,0,0,0,1,1,0,0,1,0,1,1,1,0,1,13,12,PASS
223,16,2,1,5,5,1,2,3,1,0,4,3,3,1,1,4,6,0,0,1,1,0,0,0,0,1,1,1,0,1,18,18,PASS
224,17,2,3,5,5,1,1,2,1,0,5,2,2,1,1,2,4,0,0,1,1,0,0,0,0,1,1,1,0,1,12,12,PASS
225,22,3,1,3,3,4,2,1,1,3,5,4,5,5,5,1,16,0,0,1,1,0,0,0,0,1,0,0,1,1,6,8,FAIL
226,18,3,3,5,3,1,2,1,2,1,4,3,3,1,3,5,8,0,1,1,0,0,1,0,0,1,1,1,1,1,3,5,FAIL
227,16,0,2,5,5,4,2,1,1,0,4,3,2,2,4,5,0,0,0,1,1,0,0,0,1,1,0,1,0,1,13,15,PASS
228,18,3,2,3,5,1,2,2,1,1,4,4,5,2,4,5,0,0,0,1,1,0,0,0,0,1,1,0,0,1,6,8,FAIL
229,16,3,3,1,5,3,3,3,2,0,5,3,3,1,3,2,6,0,0,1,1,1,1,0,0,1,0,1,0,1,7,10,PASS
230,18,2,1,3,3,4,2,1,1,1,3,2,5,2,5,5,4,0,0,1,1,0,0,0,0,1,0,0,0,1,6,9,FAIL
231,16,2,1,5,5,1,2,2,1,0,3,3,2,1,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,8,9,FAIL
232,17,2,1,5,5,1,2,1,1,0,4,4,2,2,4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,8,12,PASS
233,17,1,1,2,5,1,2,2,1,1,4,4,4,1,2,5,2,0,1,1,1,0,1,1,0,1,1,1,0,1,7,9,FAIL
234,17,4,2,4,3,3,2,1,4,0,4,2,3,1,1,4,6,1,1,1,1,0,1,1,1,1,1,1,0,1,14,12,PASS
235,19,4,3,3,1,3,2,1,2,0,4,3,1,1,1,1,12,0,1,0,1,0,1,0,0,1,1,1,0,1,11,11,PASS
236,18,2,1,5,5,2,2,1,2,0,5,2,4,1,2,4,8,0,0,1,1,0,0,1,0,1,1,1,0,1,15,14,PASS
237,18,4,3,3,5,2,1,1,2,0,3,1,2,1,3,2,21,1,0,1,1,0,1,0,1,1,1,1,1,1,17,18,PASS
238,18,4,3,4,5,1,2,1,2,0,4,3,2,1,1,3,2,0,0,1,1,0,1,0,1,1,0,1,0,1,8,8,FAIL
239,18,3,2,5,5,1,2,1,3,0,5,3,2,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,13,12,PASS
240,17,3,3,5,5,2,2,1,3,0,3,2,3,1,1,4,4,1,0,1,1,0,0,1,0,0,0,1,0,1,10,9,FAIL
241,18,3,4,5,5,3,2,2,2,0,4,2,5,3,4,1,13,0,1,0,0,0,1,1,1,1,1,1,0,1,17,17,PASS
242,17,3,1,3,5,4,2,1,2,0,5,4,4,3,4,5,2,0,0,1,1,0,0,1,1,1,1,1,1,1,9,9,PASS
243,18,4,4,4,5,3,2,2,2,0,4,3,4,2,2,4,8,1,0,1,0,0,0,1,1,1,1,1,0,1,12,10,PASS
244,18,4,2,2,5,3,1,1,2,0,5,4,5,1,3,5,10,0,0,1,1,0,1,1,1,1,1,1,1,1,10,9,PASS
245,19,3,3,5,3,2,3,1,2,2,4,3,5,3,3,5,15,1,0,1,1,0,1,1,1,1,1,1,0,1,9,9,FAIL
246,18,2,3,5,3,3,1,1,4,0,4,5,5,1,3,2,4,1,0,1,1,0,1,1,1,1,1,1,1,1,15,14,PASS
247,18,1,1,5,5,2,2,2,2,0,4,4,3,1,1,3,2,1,1,1,1,0,1,0,1,0,0,1,0,1,11,11,PASS
248,17,1,2,1,1,2,2,1,2,0,3,5,2,2,2,1,2,0,0,1,0,0,1,1,1,0,0,1,1,1,15,14,PASS
249,17,2,4,1,2,3,2,2,2,0,4,3,3,1,1,1,2,1,0,1,1,0,1,0,1,1,1,1,1,1,10,10,PASS
250,17,2,2,3,5,1,2,2,2,0,4,4,4,2,3,5,6,1,1,1,1,1,1,0,1,1,1,1,1,1,12,12,PASS
251,18,3,2,5,3,2,2,2,2,0,4,1,1,1,1,5,75,1,0,0,0,0,0,0,0,1,0,0,1,1,10,9,FAIL
252,18,4,4,4,3,2,2,2,1,0,3,2,4,1,4,3,22,0,0,1,1,0,0,1,1,1,1,1,0,1,9,9,FAIL
253,18,4,4,2,2,3,1,1,2,1,2,4,4,1,1,4,15,1,0,1,1,1,1,1,0,1,1,1,1,1,9,8,FAIL
254,18,4,3,4,3,1,2,2,1,0,4,2,3,1,2,1,8,0,1,1,1,0,0,1,1,1,1,1,0,1,10,11,PASS
255,17,4,1,3,5,2,2,2,1,0,4,5,4,2,4,5,30,0,1,0,1,0,0,1,1,1,1,1,1,1,8,8,FAIL
256,17,3,2,4,3,2,2,1,1,1,4,4,4,3,4,3,19,0,1,0,1,0,0,0,0,1,1,1,0,1,11,9,PASS
257,18,1,1,1,5,3,2,2,4,0,5,2,2,1,1,3,1,1,1,1,0,0,1,1,1,0,1,1,0,1,12,12,PASS
258,18,1,1,5,5,2,2,2,2,0,5,4,4,1,1,4,4,1,0,1,1,1,0,1,0,1,1,1,0,1,8,9,PASS
259,17,2,2,5,5,1,2,1,2,0,5,4,5,1,2,5,4,1,0,1,1,0,1,0,0,1,0,1,0,1,10,9,PASS
260,17,1,1,5,5,3,1,1,2,0,4,3,3,1,2,4,2,0,0,1,1,0,0,0,1,1,0,1,0,1,12,10,PASS
261,18,2,2,1,1,4,2,1,3,0,4,3,3,1,2,2,5,1,0,1,1,0,1,0,1,1,1,1,0,1,18,18,PASS
262,17,1,1,3,4,3,2,1,3,0,4,3,3,1,1,3,6,1,0,1,1,0,1,0,1,1,1,1,0,1,13,12,PASS
263,18,2,1,3,3,3,2,1,3,0,4,2,4,1,3,2,6,0,0,1,1,0,0,1,1,1,1,1,0,1,15,14,PASS
264,18,4,4,4,4,3,2,1,2,0,5,4,3,1,1,2,9,0,1,0,1,0,1,1,1,1,1,1,0,1,15,13,PASS
265,18,4,2,4,5,2,2,1,2,0,4,3,2,1,4,5,11,0,0,1,1,0,1,1,1,1,1,1,1,1,12,11,PASS
266,17,4,3,2,3,3,2,1,3,0,4,2,2,1,2,3,0,1,0,1,1,0,1,0,1,1,1,1,0,1,15,15,PASS
267,18,2,1,3,1,3,2,1,2,1,5,4,3,1,1,5,12,1,1,1,1,0,0,0,0,1,1,1,1,1,12,12,PASS
268,17,3,1,3,5,3,2,2,4,0,3,1,2,1,1,3,6,1,1,1,0,0,1,0,1,0,1,1,0,1,18,18,PASS
269,18,3,2,3,5,3,2,2,3,0,5,4,2,1,1,4,8,0,1,1,0,0,1,1,1,1,1,1,0,1,14,13,PASS
270,17,3,3,2,5,2,2,1,1,0,4,4,3,1,3,5,4,0,0,1,1,0,1,0,1,1,1,1,0,1,14,12,PASS
271,18,4,3,5,5,2,3,2,2,0,4,4,5,1,2,2,10,1,1,1,1,0,1,0,1,1,1,1,1,1,10,8,FAIL
272,18,4,3,5,5,3,1,1,4,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,1,1,1,1,0,1,14,13,PASS
273,18,4,4,4,4,2,2,1,1,0,1,4,2,2,2,1,5,0,1,1,1,0,1,0,1,1,1,1,1,1,16,15,PASS
274,18,4,4,2,5,2,2,1,2,0,4,2,4,1,1,4,14,1,1,0,1,0,1,0,0,1,1,1,1,1,12,10,PASS
275,17,4,4,5,4,2,1,2,1,0,4,1,1,2,2,5,0,0,1,1,1,0,0,0,1,1,1,1,0,1,11,11,PASS
276,17,4,2,5,5,3,2,2,3,0,4,3,3,1,1,3,0,1,0,1,1,0,1,0,1,1,1,1,0,1,15,12,PASS
277,17,3,2,2,2,3,1,1,4,0,5,2,2,1,2,5,0,1,0,1,1,0,1,1,1,1,0,1,0,1,17,17,PASS
278,19,3,3,5,5,2,3,1,2,1,4,4,4,1,1,3,20,0,0,1,1,0,1,1,0,1,1,1,1,1,15,14,PASS
279,18,2,4,3,1,3,3,1,2,1,4,4,3,1,1,3,8,1,0,1,1,0,1,1,1,1,1,1,0,1,14,12,PASS
280,20,3,2,3,5,1,3,1,1,0,5,5,3,1,1,5,0,0,0,0,1,0,0,1,0,0,1,1,0,1,17,18,PASS
281,19,4,4,4,3,3,3,2,1,1,4,3,4,1,1,4,38,0,0,1,1,0,1,0,1,1,1,1,1,1,8,9,FAIL
282,19,3,3,5,3,3,1,1,2,1,4,5,3,1,2,5,0,0,0,1,0,0,0,1,0,0,1,1,1,1,15,12,PASS
283,19,1,1,1,5,3,3,1,2,1,4,4,3,1,3,3,18,1,1,1,1,1,1,1,0,1,0,1,0,1,12,10,PASS
284,19,2,1,1,5,4,3,3,2,0,3,4,1,1,1,2,20,1,0,1,1,0,1,0,0,1,1,0,1,1,14,12,PASS
285,19,1,2,5,3,1,3,1,2,1,4,5,2,2,2,4,3,0,0,1,1,0,0,0,0,1,0,1,0,1,13,11,PASS
286,19,3,2,3,5,3,3,2,2,1,4,2,2,1,2,1,22,1,1,1,1,0,1,0,1,1,0,1,1,1,13,10,PASS
287,19,1,1,1,2,2,3,1,3,2,4,1,2,1,1,3,14,1,0,1,1,0,0,0,0,1,0,1,1,1,15,13,PASS
288,19,2,3,5,5,3,3,1,3,1,4,1,2,1,1,3,40,1,0,1,0,0,0,0,0,1,1,1,1,1,13,11,PASS
289,18,4,3,5,5,1,2,1,3,0,4,3,4,1,1,5,9,1,0,1,1,0,1,1,1,1,1,1,1,1,9,10,FAIL
290,17,3,4,1,3,1,1,1,3,0,4,3,4,2,5,5,0,1,0,1,0,0,1,1,1,1,0,1,0,1,11,11,PASS
291,18,4,4,4,5,1,2,1,2,0,4,4,4,3,3,5,2,1,0,1,1,0,1,0,1,1,1,1,0,1,11,11,PASS
292,17,4,3,3,3,1,2,1,2,0,5,2,2,1,2,5,23,1,0,0,1,0,1,0,1,1,1,1,1,1,13,13,PASS
293,17,2,2,5,5,1,2,1,2,0,4,2,2,1,1,3,12,1,0,1,1,0,1,0,0,0,1,1,1,1,11,9,FAIL
294,17,2,2,3,3,1,2,1,3,0,3,3,2,2,2,3,3,1,1,1,0,0,1,1,1,1,1,1,0,1,11,11,PASS
295,17,3,1,3,3,1,1,1,3,0,3,4,3,2,3,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,12,14,PASS
296,17,0,2,1,1,2,1,2,3,0,3,3,3,2,3,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,16,15,PASS
297,18,4,4,5,5,1,2,1,3,0,4,3,3,2,2,3,3,0,0,1,1,0,0,1,0,1,1,1,0,1,9,12,PASS
298,17,3,3,5,3,3,2,1,1,0,4,3,5,3,5,5,3,0,0,1,1,0,0,1,0,1,0,1,0,1,14,15,PASS
299,17,2,2,3,5,1,2,4,1,0,4,4,5,5,5,4,8,0,0,1,0,0,1,0,0,1,1,1,0,1,11,10,PASS
300,17,4,4,4,3,1,2,1,3,0,5,4,4,1,3,4,7,1,0,1,1,0,1,1,1,1,1,1,0,1,10,9,FAIL
301,17,4,4,4,4,1,2,2,3,0,4,3,3,1,2,4,4,1,0,1,1,0,1,0,1,1,0,1,1,1,14,14,PASS
302,18,2,2,5,5,1,2,1,4,0,4,5,5,2,4,5,2,0,1,1,1,0,1,1,0,1,1,1,0,1,9,8,FAIL
303,17,2,4,1,5,1,1,1,3,0,4,4,3,1,1,5,7,1,0,1,0,0,1,0,0,1,1,1,1,1,12,14,PASS
304,17,3,4,3,5,1,2,1,3,0,4,4,5,1,3,5,16,1,0,1,1,0,0,0,0,1,1,1,0,1,16,15,PASS
305,19,3,1,3,1,2,3,1,3,1,5,4,3,1,2,5,12,1,0,0,0,0,0,0,1,0,1,1,0,1,14,13,PASS
306,18,3,3,3,3,2,2,1,4,0,5,3,3,1,1,1,7,1,1,1,1,0,1,0,0,1,1,1,0,1,16,15,PASS
307,17,3,2,5,5,2,2,1,2,0,4,3,3,2,3,2,4,1,0,0,0,0,1,0,1,1,1,1,0,1,9,10,PASS
308,19,2,1,3,3,2,3,1,3,1,4,3,4,1,3,3,4,1,0,1,1,0,0,1,1,1,1,1,1,1,11,12,PASS
309,18,3,4,3,5,2,2,1,2,0,4,3,3,1,3,5,11,0,1,1,1,0,0,1,0,1,1,1,1,1,16,15,PASS
310,18,2,3,1,5,1,2,1,3,0,4,3,3,1,2,3,4,1,0,1,1,0,1,0,0,1,1,1,0,1,11,10,PASS
311,18,3,2,5,3,4,2,1,3,0,5,4,3,2,3,1,7,1,0,1,1,0,0,0,0,1,1,1,1,1,13,13,PASS
312,18,4,3,4,3,1,2,1,3,0,5,3,2,1,2,4,9,0,0,1,0,0,0,0,0,1,1,1,1,1,16,15,PASS
313,18,4,3,4,5,1,2,1,3,0,5,4,5,2,3,5,0,0,0,1,1,0,1,0,1,1,1,1,1,1,10,10,FAIL
314,17,4,3,2,5,3,2,1,3,0,4,4,3,1,3,4,0,1,0,1,1,0,1,1,1,1,1,1,1,1,13,15,PASS
315,18,3,2,5,5,1,2,2,1,1,2,5,5,5,5,5,10,0,0,1,0,0,1,0,0,1,0,1,0,0,11,13,PASS
316,19,1,1,5,3,2,3,3,2,3,5,4,4,3,3,2,8,0,0,1,0,0,0,0,0,1,1,1,0,0,8,7,FAIL
317,17,3,3,2,5,1,2,2,2,0,4,5,4,2,3,3,2,0,0,1,1,0,1,0,1,1,1,1,0,0,13,13,PASS
318,18,1,3,1,3,1,2,1,1,1,4,3,3,2,3,3,7,0,1,1,1,0,0,0,0,1,1,0,1,0,8,7,FAIL
319,19,1,1,5,5,2,3,3,1,1,4,4,4,3,3,5,4,0,0,1,0,0,1,0,0,1,1,1,0,0,8,8,FAIL
320,17,4,3,3,5,2,2,2,2,0,4,5,5,1,3,2,4,0,0,1,0,0,1,1,1,1,0,1,1,0,13,11,PASS
321,18,3,3,3,3,1,1,1,2,0,5,3,4,1,1,5,0,1,0,1,1,0,1,0,0,0,1,1,1,0,10,9,FAIL
322,17,4,4,4,3,4,1,2,2,0,4,3,3,1,2,5,4,1,0,1,0,0,1,1,1,1,1,1,0,0,12,13,PASS
323,17,3,2,3,5,3,2,2,2,0,1,2,3,1,2,5,2,1,1,0,1,0,0,0,0,0,1,1,1,0,12,12,PASS
324,18,1,1,5,3,2,1,2,1,0,3,3,2,1,2,3,4,0,1,1,1,0,0,0,0,1,0,1,1,0,10,10,PASS
325,18,1,1,1,3,1,1,2,3,0,5,3,2,1,1,4,0,1,1,1,1,0,0,0,0,1,1,1,0,0,18,16,PASS
326,18,1,4,1,5,1,2,3,2,0,4,3,4,1,4,5,0,1,1,0,0,0,0,0,0,0,1,1,1,0,13,13,PASS
327,18,1,1,1,5,4,2,2,2,1,4,4,3,2,3,5,2,0,1,1,0,0,0,1,0,0,0,0,0,0,13,12,PASS
328,18,3,3,3,3,4,2,2,2,0,4,3,2,1,3,3,0,1,0,1,1,0,1,0,0,1,1,1,1,0,11,11,PASS
329,17,4,4,1,1,1,2,1,2,0,2,3,4,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,16,15,PASS
330,17,1,2,5,3,1,1,2,2,0,3,2,2,1,2,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,12,11,PASS
331,18,1,3,1,5,1,2,2,2,0,3,3,4,2,4,3,4,0,0,1,0,0,1,0,1,0,1,1,0,0,10,10,PASS
332,18,4,4,4,3,4,2,2,3,0,4,2,2,2,2,5,0,0,1,1,1,0,0,0,1,1,1,1,1,0,13,13,PASS
333,18,2,3,1,3,1,1,2,1,0,5,2,3,1,2,4,0,1,0,1,1,0,1,0,1,1,1,1,1,0,11,10,PASS
334,18,4,4,5,4,4,1,3,2,0,3,2,2,4,2,5,10,1,0,1,0,0,1,0,1,1,0,1,1,0,14,12,PASS
335,19,3,2,3,3,2,3,2,2,2,3,2,2,1,1,3,4,1,1,1,1,0,0,1,0,0,1,1,1,0,7,7,FAIL
336,18,1,2,1,3,4,1,3,1,0,4,3,3,2,3,3,3,0,1,1,0,0,1,1,1,1,1,0,1,0,14,12,PASS
337,17,2,2,5,1,2,2,1,3,0,3,4,3,1,1,3,8,1,0,1,1,0,0,1,0,0,1,1,1,0,13,11,PASS
338,17,1,2,5,5,1,2,1,1,0,3,5,5,1,3,1,14,1,0,1,0,0,0,1,0,1,1,1,0,0,6,5,FAIL
339,18,4,4,5,5,3,2,2,3,0,5,4,4,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,19,18,PASS
340,18,1,1,5,5,2,2,4,3,0,4,3,2,1,2,4,2,1,0,1,0,0,0,0,0,1,1,1,0,0,8,8,PASS
341,20,4,2,2,5,1,3,2,3,2,5,4,3,1,1,3,4,1,0,1,1,0,1,0,1,1,0,1,1,0,15,14,PASS
342,18,4,4,4,3,1,2,1,2,0,5,4,3,3,4,2,4,1,1,1,0,0,0,1,1,1,1,1,0,0,8,9,PASS
343,18,3,3,5,5,2,2,1,2,0,4,1,3,1,2,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,15,15,PASS
344,17,3,1,1,5,3,2,1,2,0,4,5,4,2,3,1,17,1,0,1,0,0,1,1,1,1,0,1,0,0,10,10,PASS
345,18,4,4,4,4,2,1,1,2,0,3,2,4,1,4,2,4,0,0,1,1,0,0,1,1,1,0,1,0,0,15,14,PASS
346,18,2,1,5,5,4,2,2,1,0,4,4,3,1,3,5,5,0,0,1,0,0,0,1,0,1,0,1,1,0,7,6,FAIL
347,17,2,3,5,3,2,1,2,2,0,4,4,3,1,1,3,2,0,0,1,1,0,0,1,0,1,1,1,0,0,11,11,PASS
348,18,4,2,5,5,2,1,2,1,1,5,4,3,4,3,3,14,0,0,1,0,0,0,0,1,0,1,1,0,0,6,5,FAIL
349,18,2,2,1,5,4,2,2,3,0,5,3,3,1,3,4,2,1,0,1,0,0,0,0,1,0,1,1,0,0,10,9,PASS
350,18,4,4,4,1,3,2,3,1,0,4,4,3,2,2,5,7,1,0,1,0,0,1,1,1,1,1,1,1,0,6,5,FAIL
351,18,3,1,4,3,1,2,1,2,0,4,3,4,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,7,9,FAIL
352,20,2,2,3,3,1,3,1,2,2,5,5,4,4,5,4,11,0,1,0,1,0,1,0,1,0,1,1,0,0,9,9,FAIL
353,17,3,1,3,3,1,2,2,1,0,2,4,5,3,4,2,3,0,1,1,1,0,0,0,0,1,0,1,0,0,14,16,PASS
354,21,1,1,5,5,1,3,1,1,3,5,5,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,10,8,FAIL
355,18,3,2,3,5,1,2,3,1,0,4,4,1,3,4,5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,11,12,PASS
356,19,1,1,5,1,1,1,1,1,0,3,2,3,3,3,5,5,0,1,1,1,0,0,0,0,1,1,1,0,0,8,9,FAIL
